id,date_network_count_total,date_network_work_period_by_network_total,date_network_days_since_last_network_appearence_total,monitor_Time_mean_total,monitor_Time_median_total,monitor_Time_sum_total,is_workday_connection_mean_total,is_workday_connection_sum_total,is_weekend_connection_mean_total,is_weekend_connection_sum_total,network_mean_by_work_period_total,date_network_count_last_50,date_network_work_period_by_network_last_50,date_network_days_since_last_network_appearence_last_50,monitor_Time_mean_last_50,monitor_Time_median_last_50,monitor_Time_sum_last_50,is_workday_connection_mean_last_50,is_workday_connection_sum_last_50,is_weekend_connection_mean_last_50,is_weekend_connection_sum_last_50,date_network_count_last_100,date_network_work_period_by_network_last_100,date_network_days_since_last_network_appearence_last_100,monitor_Time_mean_last_100,monitor_Time_median_last_100,monitor_Time_sum_last_100,is_workday_connection_mean_last_100,is_workday_connection_sum_last_100,is_weekend_connection_mean_last_100,is_weekend_connection_sum_last_100,date_network_count_last_150,date_network_work_period_by_network_last_150,date_network_days_since_last_network_appearence_last_150,monitor_Time_mean_last_150,monitor_Time_median_last_150,monitor_Time_sum_last_150,is_workday_connection_mean_last_150,is_workday_connection_sum_last_150,is_weekend_connection_mean_last_150,is_weekend_connection_sum_last_150,exists_in_network
ОРГ1-01089,4,14,175,2101.0,2700.5,8404,1.0,4.0,0.0,0.0,600.2857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ОРГ1-01090,99,191,0,18955.747474747473,20710.0,1876619,0.98989898989899,98.0,0.010101010101010102,1.0,9825.230366492147,36.0,49.0,0.0,21096.027777777777,21914.5,759457.0,0.9722222222222222,35.0,0.027777777777777776,1.0,52.0,99.0,0.0,19908.153846153848,21170.0,1035224.0,0.9807692307692307,51.0,0.019230769230769232,1.0,81.0,149.0,0.0,19117.666666666668,20722.0,1548531.0,0.9876543209876543,80.0,0.012345679012345678,1.0,1
ОРГ1-01091,133,191,0,51461.76691729324,48626.0,6844415,0.9774436090225563,130.0,0.022556390977443608,3.0,35834.6335078534,35.0,49.0,0.0,52569.68571428571,47416.0,1839939.0,1.0,35.0,0.0,0.0,68.0,99.0,0.0,54014.05882352941,50126.0,3672956.0,1.0,68.0,0.0,0.0,105.0,149.0,0.0,52083.05714285714,48626.0,5468721.0,0.9904761904761905,104.0,0.009523809523809525,1.0,1
ОРГ1-01092,133,191,0,21296.39097744361,21905.0,2832420,0.9624060150375939,128.0,0.03759398496240601,5.0,14829.424083769634,36.0,49.0,0.0,21475.472222222223,21007.0,773117.0,1.0,36.0,0.0,0.0,67.0,97.0,0.0,20426.074626865673,21314.0,1368547.0,0.9552238805970149,64.0,0.04477611940298507,3.0,103.0,149.0,0.0,20614.796116504855,21311.0,2123324.0,0.9611650485436893,99.0,0.038834951456310676,4.0,1
ОРГ1-01093,127,191,0,24134.944881889765,23706.0,3065138,0.952755905511811,121.0,0.047244094488188976,6.0,16047.842931937173,42.0,49.0,0.0,27435.571428571428,28356.0,1152294.0,0.8571428571428571,36.0,0.14285714285714285,6.0,72.0,99.0,0.0,25345.083333333332,25506.5,1824846.0,0.9166666666666666,66.0,0.08333333333333333,6.0,108.0,149.0,0.0,24390.833333333332,24163.0,2634210.0,0.9444444444444444,102.0,0.05555555555555555,6.0,1
ОРГ1-01097,142,192,0,18507.654929577464,19805.5,2628087,0.8098591549295775,115.0,0.19014084507042253,27.0,13687.953125,46.0,49.0,0.0,20728.282608695652,19958.0,953501.0,0.7608695652173914,35.0,0.2391304347826087,11.0,92.0,99.0,0.0,19485.619565217392,19810.0,1792677.0,0.7391304347826086,68.0,0.2608695652173913,24.0,119.0,149.0,0.0,19501.378151260506,20106.0,2320664.0,0.7983193277310925,95.0,0.20168067226890757,24.0,1
ОРГ1-01101,120,191,0,23062.266666666666,24303.5,2767472,0.9916666666666667,119.0,0.008333333333333333,1.0,14489.382198952879,33.0,44.0,0.0,22414.484848484848,22507.0,739678.0,1.0,33.0,0.0,0.0,59.0,99.0,0.0,22734.542372881355,23407.0,1341338.0,0.9830508474576272,58.0,0.01694915254237288,1.0,95.0,149.0,0.0,23580.147368421054,24009.0,2240114.0,0.9894736842105263,94.0,0.010526315789473684,1.0,1
ОРГ1-01103,126,190,1,26224.238095238095,25957.0,3304254,0.9761904761904762,123.0,0.023809523809523808,3.0,17390.81052631579,38.0,48.0,1.0,31214.657894736843,32264.0,1186157.0,0.9210526315789473,35.0,0.07894736842105263,3.0,71.0,98.0,1.0,28209.61971830986,27311.0,2002883.0,0.9577464788732394,68.0,0.04225352112676056,3.0,97.0,148.0,1.0,26729.75257731959,26110.0,2592786.0,0.9690721649484536,94.0,0.030927835051546393,3.0,1
ОРГ1-01104,127,191,0,16936.645669291338,17403.0,2150954,0.937007874015748,119.0,0.06299212598425197,8.0,11261.539267015707,37.0,47.0,0.0,16890.675675675677,18003.0,624955.0,0.918918918918919,34.0,0.08108108108108109,3.0,68.0,99.0,0.0,17872.102941176472,18303.5,1215303.0,0.9411764705882353,64.0,0.058823529411764705,4.0,104.0,149.0,0.0,17444.173076923078,17709.0,1814194.0,0.9519230769230769,99.0,0.04807692307692308,5.0,1
ОРГ1-01107,129,191,0,20698.713178294573,22507.0,2670134,0.9922480620155039,128.0,0.007751937984496124,1.0,13979.759162303664,36.0,49.0,0.0,21022.777777777777,21753.0,756820.0,1.0,36.0,0.0,0.0,68.0,99.0,0.0,21718.735294117647,22512.0,1476874.0,0.9852941176470589,67.0,0.014705882352941176,1.0,103.0,149.0,0.0,21459.533980582524,22521.0,2210332.0,0.9902912621359223,102.0,0.009708737864077669,1.0,1
ОРГ1-01109,130,191,0,25364.315384615384,26702.5,3297361,0.9769230769230769,127.0,0.023076923076923078,3.0,17263.670157068063,36.0,49.0,0.0,26348.333333333332,26259.0,948540.0,1.0,36.0,0.0,0.0,70.0,99.0,0.0,26024.77142857143,26405.5,1821734.0,0.9857142857142858,69.0,0.014285714285714285,1.0,101.0,149.0,0.0,25541.21782178218,26700.0,2579663.0,0.9801980198019802,99.0,0.019801980198019802,2.0,1
ОРГ1-01110,115,181,0,23670.86086956522,23711.0,2722149,0.9565217391304348,110.0,0.043478260869565216,5.0,15039.497237569061,37.0,49.0,0.0,24991.297297297297,24902.0,924678.0,0.9459459459459459,35.0,0.05405405405405406,2.0,60.0,99.0,0.0,26147.433333333334,25659.5,1568846.0,0.9333333333333333,56.0,0.06666666666666667,4.0,94.0,149.0,0.0,24188.808510638297,24303.5,2273748.0,0.9574468085106383,90.0,0.0425531914893617,4.0,1
ОРГ1-01114,134,190,0,20324.283582089553,22504.5,2723454,0.9029850746268657,121.0,0.09701492537313433,13.0,14333.968421052632,40.0,48.0,0.0,20092.475,21903.5,803699.0,0.875,35.0,0.125,5.0,77.0,99.0,0.0,21061.68831168831,22510.0,1621750.0,0.8831168831168831,68.0,0.11688311688311688,9.0,107.0,149.0,0.0,20462.719626168226,22507.0,2189511.0,0.9158878504672897,98.0,0.08411214953271028,9.0,1
ОРГ1-01115,138,191,0,14214.282608695652,12455.5,1961571,0.8043478260869565,111.0,0.1956521739130435,27.0,10270.005235602095,43.0,49.0,0.0,8885.558139534884,8403.0,382079.0,0.7209302325581395,31.0,0.27906976744186046,12.0,79.0,99.0,0.0,13802.886075949367,11706.0,1090428.0,0.7341772151898734,58.0,0.26582278481012656,21.0,108.0,149.0,0.0,14473.861111111111,12005.0,1563177.0,0.7870370370370371,85.0,0.21296296296296297,23.0,1
ОРГ1-01116,136,191,0,12285.492647058823,11860.0,1670827,0.8455882352941176,115.0,0.15441176470588236,21.0,8747.785340314136,43.0,49.0,0.0,10534.093023255815,8405.0,452966.0,0.8372093023255814,36.0,0.16279069767441862,7.0,82.0,99.0,0.0,10322.292682926829,8704.5,846428.0,0.8536585365853658,70.0,0.14634146341463414,12.0,106.0,149.0,0.0,10964.509433962265,10958.0,1162238.0,0.8490566037735849,90.0,0.1509433962264151,16.0,1
ОРГ1-01117,116,191,0,42001.30172413793,46248.5,4872151,1.0,116.0,0.0,0.0,25508.643979057593,32.0,49.0,0.0,40806.34375,44735.5,1305803.0,1.0,32.0,0.0,0.0,64.0,99.0,0.0,41058.796875,46239.0,2627763.0,1.0,64.0,0.0,0.0,90.0,149.0,0.0,41725.433333333334,45658.5,3755289.0,1.0,90.0,0.0,0.0,1
ОРГ1-01118,112,178,0,26782.491071428572,27318.0,2999639,0.9910714285714286,111.0,0.008928571428571428,1.0,16851.904494382023,26.0,49.0,0.0,27676.423076923078,29603.0,719587.0,1.0,26.0,0.0,0.0,58.0,99.0,0.0,27700.724137931036,28816.0,1606642.0,1.0,58.0,0.0,0.0,92.0,149.0,0.0,27117.119565217392,27772.5,2494775.0,1.0,92.0,0.0,0.0,1
ОРГ1-01120,25,172,4,2185.0,1500.0,54625,0.84,21.0,0.16,4.0,317.58720930232556,13.0,45.0,4.0,2585.6923076923076,1500.0,33614.0,0.7692307692307693,10.0,0.23076923076923078,3.0,21.0,88.0,4.0,2143.809523809524,1500.0,45020.0,0.8095238095238095,17.0,0.19047619047619047,4.0,21.0,88.0,4.0,2143.809523809524,1500.0,45020.0,0.8095238095238095,17.0,0.19047619047619047,4.0,1
ОРГ1-01121,114,178,13,20998.30701754386,20718.5,2393807,1.0,114.0,0.0,0.0,13448.35393258427,27.0,36.0,13.0,17199.074074074073,17405.0,464375.0,1.0,27.0,0.0,0.0,60.0,86.0,13.0,19626.45,19509.0,1177587.0,1.0,60.0,0.0,0.0,95.0,136.0,13.0,20644.831578947367,19809.0,1961259.0,1.0,95.0,0.0,0.0,1
ОРГ1-01123,113,191,0,20533.11504424779,24014.0,2320242,0.9292035398230089,105.0,0.07079646017699115,8.0,12147.86387434555,40.0,49.0,0.0,22618.45,24756.0,904738.0,0.9,36.0,0.1,4.0,58.0,96.0,0.0,17777.310344827587,23703.0,1031084.0,0.8793103448275862,51.0,0.1206896551724138,7.0,92.0,149.0,0.0,20212.152173913044,24159.0,1859518.0,0.9239130434782609,85.0,0.07608695652173914,7.0,1
ОРГ1-01124,27,57,134,8906.037037037036,9005.0,240463,1.0,27.0,0.0,0.0,4218.649122807017,,,,,,,,,,,,,,,,,,,,,12.0,15.0,134.0,8081.166666666667,6308.5,96974.0,1.0,12.0,0.0,0.0,1
ОРГ1-01125,125,191,0,21705.584,23406.0,2713198,0.96,120.0,0.04,5.0,14205.225130890052,38.0,49.0,0.0,22406.052631578947,24922.0,851430.0,0.9473684210526315,36.0,0.05263157894736842,2.0,71.0,99.0,0.0,22312.816901408452,24319.0,1584210.0,0.9577464788732394,68.0,0.04225352112676056,3.0,96.0,149.0,0.0,21730.447916666668,23710.5,2086123.0,0.9583333333333334,92.0,0.041666666666666664,4.0,1
ОРГ1-01128,119,189,2,22174.285714285714,24905.0,2638740,0.8991596638655462,107.0,0.10084033613445378,12.0,13961.587301587302,33.0,45.0,2.0,13467.848484848484,10200.0,444439.0,0.8181818181818182,27.0,0.18181818181818182,6.0,70.0,97.0,2.0,20127.8,22813.5,1408946.0,0.8285714285714286,58.0,0.17142857142857143,12.0,90.0,126.0,2.0,20953.4,23703.0,1885806.0,0.8666666666666667,78.0,0.13333333333333333,12.0,1
ОРГ1-01134,149,191,0,22210.604026845638,22810.0,3309380,0.8993288590604027,134.0,0.10067114093959731,15.0,17326.596858638743,38.0,49.0,0.0,25731.5,26410.0,977797.0,0.9473684210526315,36.0,0.05263157894736842,2.0,79.0,99.0,0.0,25445.696202531646,26704.0,2010210.0,0.8734177215189873,69.0,0.12658227848101267,10.0,118.0,149.0,0.0,24011.533898305086,24908.0,2833361.0,0.8898305084745762,105.0,0.11016949152542373,13.0,1
ОРГ1-01138,146,191,0,40424.31506849315,40520.5,5901950,0.9178082191780822,134.0,0.0821917808219178,12.0,30900.261780104713,43.0,49.0,0.0,43556.04651162791,45638.0,1872910.0,0.8372093023255814,36.0,0.16279069767441862,7.0,79.0,99.0,0.0,42820.84810126582,43832.0,3382847.0,0.8734177215189873,69.0,0.12658227848101267,10.0,116.0,149.0,0.0,41235.81034482759,41422.0,4783354.0,0.9051724137931034,105.0,0.09482758620689655,11.0,1
ОРГ1-01142,136,192,0,20490.66176470588,21903.5,2786730,0.8676470588235294,118.0,0.1323529411764706,18.0,14514.21875,37.0,44.0,0.0,20202.432432432433,21301.0,747490.0,0.8918918918918919,33.0,0.10810810810810811,4.0,70.0,99.0,0.0,21488.114285714284,23701.0,1504168.0,0.9142857142857143,64.0,0.08571428571428572,6.0,101.0,135.0,0.0,20615.574257425742,22201.0,2082173.0,0.8811881188118812,89.0,0.1188118811881188,12.0,1
ОРГ1-01143,69,188,0,19243.202898550724,21012.0,1327781,1.0,69.0,0.0,0.0,7062.664893617021,36.0,49.0,0.0,21152.5,21459.0,761490.0,1.0,36.0,0.0,0.0,60.0,99.0,0.0,21514.45,21758.0,1290867.0,1.0,60.0,0.0,0.0,65.0,106.0,0.0,20311.953846153847,21605.0,1320277.0,1.0,65.0,0.0,0.0,1
ОРГ1-01144,72,174,9,9482.527777777777,8104.0,682742,0.7222222222222222,52.0,0.2777777777777778,20.0,3923.8045977011493,2.0,25.0,9.0,20551.5,20551.5,41103.0,1.0,2.0,0.0,0.0,37.0,84.0,9.0,9083.675675675675,7801.0,336096.0,0.7027027027027027,26.0,0.2972972972972973,11.0,40.0,133.0,9.0,9940.075,7803.0,397603.0,0.725,29.0,0.275,11.0,1
ОРГ1-01151,134,191,0,8989.373134328358,7810.5,1204576,0.835820895522388,112.0,0.16417910447761194,22.0,6306.680628272251,42.0,49.0,0.0,11198.238095238095,8404.0,470326.0,0.8571428571428571,36.0,0.14285714285714285,6.0,84.0,99.0,0.0,9159.083333333334,7803.5,769363.0,0.8333333333333334,70.0,0.16666666666666666,14.0,107.0,128.0,0.0,8618.747663551401,7503.0,922206.0,0.8411214953271028,90.0,0.1588785046728972,17.0,1
ОРГ1-01157,138,184,0,23485.536231884056,26409.5,3241004,0.8695652173913043,120.0,0.13043478260869565,18.0,17614.152173913044,42.0,49.0,0.0,25851.35714285714,28660.5,1085757.0,0.8333333333333334,35.0,0.16666666666666666,7.0,81.0,99.0,0.0,24813.432098765432,27304.0,2009888.0,0.8395061728395061,68.0,0.16049382716049382,13.0,112.0,149.0,0.0,24598.821428571428,27009.0,2755068.0,0.8571428571428571,96.0,0.14285714285714285,16.0,1
ОРГ1-01163,160,192,0,6164.20625,4802.0,986273,0.75625,121.0,0.24375,39.0,5136.838541666667,46.0,49.0,0.0,5225.630434782609,4651.0,240379.0,0.782608695652174,36.0,0.21739130434782608,10.0,92.0,99.0,0.0,5138.20652173913,4201.5,472715.0,0.75,69.0,0.25,23.0,122.0,149.0,0.0,5599.204918032787,4204.0,683103.0,0.7622950819672131,93.0,0.23770491803278687,29.0,1
ОРГ1-01166,126,191,0,31372.5873015873,30170.0,3952946,0.9920634920634921,125.0,0.007936507936507936,1.0,20696.052356020944,36.0,49.0,0.0,28179.444444444445,28065.0,1014460.0,1.0,36.0,0.0,0.0,69.0,99.0,0.0,32107.536231884056,30615.0,2215420.0,1.0,69.0,0.0,0.0,96.0,149.0,0.0,30812.104166666668,29725.0,2957962.0,1.0,96.0,0.0,0.0,1
ОРГ1-01168,113,186,5,9429.716814159292,8703.0,1065558,0.9823008849557522,111.0,0.017699115044247787,2.0,5728.806451612903,31.0,44.0,5.0,10205.645161290322,9603.0,316375.0,0.967741935483871,30.0,0.03225806451612903,1.0,63.0,94.0,5.0,9514.730158730159,8703.0,599428.0,0.9841269841269841,62.0,0.015873015873015872,1.0,90.0,144.0,5.0,9798.6,9154.5,881874.0,0.9777777777777777,88.0,0.022222222222222223,2.0,1
ОРГ1-01169,100,147,0,26193.82,27314.0,2619382,1.0,100.0,0.0,0.0,17818.92517006803,36.0,49.0,0.0,28056.86111111111,27612.5,1010047.0,1.0,36.0,0.0,0.0,66.0,99.0,0.0,26059.090909090908,28365.0,1719900.0,1.0,66.0,0.0,0.0,100.0,147.0,0.0,26193.82,27314.0,2619382.0,1.0,100.0,0.0,0.0,1
ОРГ1-01171,34,83,0,4503.176470588235,4050.5,153108,0.8529411764705882,29.0,0.14705882352941177,5.0,1844.6746987951808,32.0,41.0,0.0,4728.375,4501.0,151308.0,0.875,28.0,0.125,4.0,34.0,83.0,0.0,4503.176470588235,4050.5,153108.0,0.8529411764705882,29.0,0.14705882352941177,5.0,34.0,83.0,0.0,4503.176470588235,4050.5,153108.0,0.8529411764705882,29.0,0.14705882352941177,5.0,1
ОРГ1-01173,91,175,1,3400.076923076923,3001.0,309407,0.9120879120879121,83.0,0.08791208791208792,8.0,1768.04,42.0,48.0,1.0,3208.4285714285716,2552.0,134754.0,0.8095238095238095,34.0,0.19047619047619047,8.0,66.0,98.0,1.0,3151.1060606060605,2851.0,207973.0,0.8787878787878788,58.0,0.12121212121212122,8.0,90.0,145.0,1.0,3434.5222222222224,3001.5,309107.0,0.9111111111111111,82.0,0.08888888888888889,8.0,1
ОРГ1-01178,112,189,2,25429.223214285714,26414.0,2848073,0.9642857142857143,108.0,0.03571428571428571,4.0,15069.169312169312,29.0,41.0,2.0,23197.103448275862,25221.0,672716.0,0.9310344827586207,27.0,0.06896551724137931,2.0,62.0,97.0,2.0,24673.74193548387,25672.0,1529772.0,0.9516129032258065,59.0,0.04838709677419355,3.0,87.0,147.0,2.0,25299.505747126437,26104.0,2201057.0,0.9655172413793104,84.0,0.034482758620689655,3.0,1
ОРГ1-01179,106,134,0,25074.764150943396,25655.5,2657925,0.8867924528301887,94.0,0.11320754716981132,12.0,19835.261194029852,44.0,49.0,0.0,20513.522727272728,19363.5,902595.0,0.8181818181818182,36.0,0.18181818181818182,8.0,82.0,99.0,0.0,25127.48780487805,26560.5,2060454.0,0.8536585365853658,70.0,0.14634146341463414,12.0,106.0,134.0,0.0,25074.764150943396,25655.5,2657925.0,0.8867924528301887,94.0,0.11320754716981132,12.0,1
ОРГ1-01180,138,186,5,14245.282608695652,13513.0,1965849,0.8405797101449275,116.0,0.15942028985507245,22.0,10569.08064516129,38.0,44.0,5.0,17749.21052631579,17706.0,674470.0,0.8421052631578947,32.0,0.15789473684210525,6.0,78.0,94.0,5.0,16560.53846153846,16059.5,1291722.0,0.8461538461538461,66.0,0.15384615384615385,12.0,120.0,144.0,5.0,14922.866666666667,14564.5,1790744.0,0.8416666666666667,101.0,0.15833333333333333,19.0,1
ОРГ1-01181,135,186,5,23383.192592592593,24628.0,3156731,0.9333333333333333,126.0,0.06666666666666667,9.0,16971.672043010753,36.0,44.0,5.0,19714.11111111111,19209.5,709708.0,0.9166666666666666,33.0,0.08333333333333333,3.0,73.0,94.0,5.0,21656.534246575342,21919.0,1580927.0,0.9041095890410958,66.0,0.0958904109589041,7.0,105.0,144.0,5.0,21885.628571428573,23119.0,2297991.0,0.9238095238095239,97.0,0.0761904761904762,8.0,1
ОРГ1-01184,142,191,0,25947.274647887323,26704.0,3684513,0.8661971830985915,123.0,0.13380281690140844,19.0,19290.643979057593,42.0,49.0,0.0,28508.14285714286,28653.0,1197342.0,0.8571428571428571,36.0,0.14285714285714285,6.0,80.0,99.0,0.0,27758.425,28208.5,2220674.0,0.8375,67.0,0.1625,13.0,110.0,149.0,0.0,26124.672727272726,26558.0,2873714.0,0.8545454545454545,94.0,0.14545454545454545,16.0,1
ОРГ1-01185,141,192,0,36435.17021276596,33309.0,5137359,0.9219858156028369,130.0,0.07801418439716312,11.0,26757.078125,38.0,49.0,0.0,40404.92105263158,33158.5,1535387.0,0.9473684210526315,36.0,0.05263157894736842,2.0,71.0,99.0,0.0,41934.788732394365,43531.0,2977370.0,0.9577464788732394,68.0,0.04225352112676056,3.0,106.0,149.0,0.0,39447.056603773584,38277.5,4181388.0,0.9528301886792453,101.0,0.04716981132075472,5.0,1
ОРГ1-01189,127,192,0,13188.913385826772,11708.0,1674992,0.8503937007874016,108.0,0.14960629921259844,19.0,8723.916666666666,42.0,49.0,0.0,14194.5,13652.0,596169.0,0.8333333333333334,35.0,0.16666666666666666,7.0,81.0,99.0,0.0,14410.234567901234,13204.0,1167229.0,0.8518518518518519,69.0,0.14814814814814814,12.0,93.0,149.0,0.0,14444.946236559139,13204.0,1343380.0,0.8494623655913979,79.0,0.15053763440860216,14.0,1
ОРГ1-01193,141,191,0,24308.177304964538,26403.0,3427453,0.950354609929078,134.0,0.04964539007092199,7.0,17944.78010471204,36.0,49.0,0.0,25630.11111111111,25354.5,922684.0,1.0,36.0,0.0,0.0,74.0,99.0,0.0,25997.567567567567,27007.5,1923820.0,0.9324324324324325,69.0,0.06756756756756757,5.0,111.0,149.0,0.0,26138.306306306305,27005.0,2901352.0,0.9459459459459459,105.0,0.05405405405405406,6.0,1
ОРГ1-01194,122,192,0,21706.60655737705,23554.0,2648206,0.9672131147540983,118.0,0.03278688524590164,4.0,13792.739583333334,36.0,49.0,0.0,26553.916666666668,25362.5,955941.0,1.0,36.0,0.0,0.0,62.0,99.0,0.0,24844.629032258064,24462.5,1540367.0,1.0,62.0,0.0,0.0,98.0,148.0,0.0,23690.397959183672,24020.0,2321659.0,0.9897959183673469,97.0,0.01020408163265306,1.0,1
ОРГ1-01197,124,191,0,27606.50806451613,28067.0,3423207,1.0,124.0,0.0,0.0,17922.549738219896,36.0,49.0,0.0,26058.88888888889,27309.5,938120.0,1.0,36.0,0.0,0.0,69.0,99.0,0.0,26586.27536231884,27904.0,1834453.0,1.0,69.0,0.0,0.0,95.0,135.0,0.0,26565.63157894737,27600.0,2523735.0,1.0,95.0,0.0,0.0,1
ОРГ1-01199,113,177,0,22374.203539823007,23407.0,2528285,0.9823008849557522,111.0,0.017699115044247787,2.0,14284.09604519774,37.0,49.0,0.0,23220.324324324323,23414.0,859152.0,0.972972972972973,36.0,0.02702702702702703,1.0,64.0,98.0,0.0,21711.765625,23264.0,1389553.0,0.96875,62.0,0.03125,2.0,96.0,149.0,0.0,22102.854166666668,23113.5,2121874.0,0.9791666666666666,94.0,0.020833333333333332,2.0,1
ОРГ1-01201,125,191,0,16827.28,17723.0,2103410,0.872,109.0,0.128,16.0,11012.617801047121,41.0,49.0,0.0,12153.951219512195,10504.0,498312.0,0.8048780487804879,33.0,0.1951219512195122,8.0,75.0,99.0,0.0,14647.533333333333,12904.0,1098565.0,0.7866666666666666,59.0,0.21333333333333335,16.0,105.0,149.0,0.0,16349.52380952381,16815.0,1716700.0,0.8476190476190476,89.0,0.1523809523809524,16.0,1
ОРГ1-01202,155,192,0,10200.251612903226,9302.0,1581039,0.8064516129032258,125.0,0.1935483870967742,30.0,8234.578125,42.0,49.0,0.0,9659.880952380952,8401.5,405715.0,0.8571428571428571,36.0,0.14285714285714285,6.0,87.0,99.0,0.0,10254.735632183909,9001.0,892162.0,0.8045977011494253,70.0,0.19540229885057472,17.0,129.0,149.0,0.0,10568.713178294574,9611.0,1363364.0,0.813953488372093,105.0,0.18604651162790697,24.0,1
ОРГ1-01210,119,191,0,27278.420168067227,26717.0,3246132,0.9831932773109243,117.0,0.01680672268907563,2.0,16995.455497382198,38.0,49.0,0.0,28728.736842105263,28375.5,1091692.0,0.9473684210526315,36.0,0.05263157894736842,2.0,71.0,99.0,0.0,27620.070422535213,27622.0,1961025.0,0.971830985915493,69.0,0.028169014084507043,2.0,90.0,149.0,0.0,27420.7,26712.0,2467863.0,0.9777777777777777,88.0,0.022222222222222223,2.0,1
ОРГ1-01212,132,191,0,13292.810606060606,12904.5,1754651,0.8712121212121212,115.0,0.12878787878787878,17.0,9186.65445026178,33.0,49.0,0.0,12596.636363636364,9606.0,415689.0,0.9090909090909091,30.0,0.09090909090909091,3.0,69.0,99.0,0.0,14303.40579710145,13206.0,986935.0,0.8840579710144928,61.0,0.11594202898550725,8.0,110.0,149.0,0.0,13116.827272727272,12608.5,1442851.0,0.8727272727272727,96.0,0.12727272727272726,14.0,1
ОРГ1-01218,117,191,0,14344.760683760684,15004.0,1678337,0.8974358974358975,105.0,0.10256410256410256,12.0,8787.104712041884,34.0,49.0,0.0,12958.735294117647,13804.5,440597.0,0.8235294117647058,28.0,0.17647058823529413,6.0,60.0,98.0,0.0,13516.3,14704.5,810978.0,0.8333333333333334,50.0,0.16666666666666666,10.0,92.0,149.0,0.0,14327.91304347826,15459.0,1318168.0,0.8804347826086957,81.0,0.11956521739130435,11.0,1
ОРГ1-01220,126,192,0,5633.9047619047615,4506.0,709872,0.7777777777777778,98.0,0.2222222222222222,28.0,3697.25,45.0,49.0,0.0,7085.733333333334,6003.0,318858.0,0.7333333333333333,33.0,0.26666666666666666,12.0,77.0,86.0,0.0,5864.909090909091,4508.0,451598.0,0.7532467532467533,58.0,0.24675324675324675,19.0,114.0,149.0,0.0,5465.666666666667,4502.0,623086.0,0.7807017543859649,89.0,0.21929824561403508,25.0,1
ОРГ1-01226,124,191,0,35246.1370967742,35417.5,4370521,0.9919354838709677,123.0,0.008064516129032258,1.0,22882.30890052356,36.0,49.0,0.0,35090.52777777778,35564.0,1263259.0,1.0,36.0,0.0,0.0,70.0,99.0,0.0,36006.21428571428,35713.5,2520435.0,0.9857142857142858,69.0,0.014285714285714285,1.0,106.0,149.0,0.0,35541.518867924526,35565.0,3767401.0,0.9905660377358491,105.0,0.009433962264150943,1.0,1
ОРГ1-01228,24,30,0,19153.708333333332,20116.0,459689,0.9583333333333334,23.0,0.041666666666666664,1.0,15322.966666666667,24.0,30.0,0.0,19153.708333333332,20116.0,459689.0,0.9583333333333334,23.0,0.041666666666666664,1.0,24.0,30.0,0.0,19153.708333333332,20116.0,459689.0,0.9583333333333334,23.0,0.041666666666666664,1.0,24.0,30.0,0.0,19153.708333333332,20116.0,459689.0,0.9583333333333334,23.0,0.041666666666666664,1.0,1
ОРГ1-01231,91,187,0,27517.846153846152,28825.0,2504124,1.0,91.0,0.0,0.0,13391.037433155081,11.0,49.0,0.0,23934.636363636364,28521.0,263281.0,1.0,11.0,0.0,0.0,33.0,99.0,0.0,26781.030303030304,28818.0,883774.0,1.0,33.0,0.0,0.0,66.0,149.0,0.0,27158.530303030304,28828.5,1792463.0,1.0,66.0,0.0,0.0,1
ОРГ1-01234,125,191,0,23034.112,23707.0,2879264,0.992,124.0,0.008,1.0,15074.680628272252,36.0,49.0,0.0,22501.583333333332,22958.0,810057.0,1.0,36.0,0.0,0.0,70.0,99.0,0.0,22089.657142857144,22813.5,1546276.0,0.9857142857142858,69.0,0.014285714285714285,1.0,104.0,148.0,0.0,22856.48076923077,23113.0,2377074.0,0.9903846153846154,103.0,0.009615384615384616,1.0,1
ОРГ1-01239,41,62,0,24378.219512195123,24020.0,999507,1.0,41.0,0.0,0.0,16121.08064516129,35.0,49.0,0.0,24774.4,24307.0,867104.0,1.0,35.0,0.0,0.0,41.0,62.0,0.0,24378.219512195123,24020.0,999507.0,1.0,41.0,0.0,0.0,41.0,62.0,0.0,24378.219512195123,24020.0,999507.0,1.0,41.0,0.0,0.0,1
ОРГ1-01240,128,191,0,28251.4921875,30010.0,3616191,0.9375,120.0,0.0625,8.0,18932.93717277487,39.0,49.0,0.0,28238.46153846154,30005.0,1101300.0,0.9230769230769231,36.0,0.07692307692307693,3.0,69.0,99.0,0.0,28245.376811594204,30005.0,1948931.0,0.927536231884058,64.0,0.07246376811594203,5.0,108.0,149.0,0.0,28238.805555555555,29860.0,3049791.0,0.9259259259259259,100.0,0.07407407407407407,8.0,1
ОРГ1-01241,150,191,0,18563.786666666667,20708.5,2784568,0.8266666666666667,124.0,0.17333333333333334,26.0,14578.89005235602,48.0,49.0,0.0,18499.583333333332,18153.5,887980.0,0.75,36.0,0.25,12.0,93.0,99.0,0.0,17250.559139784946,17709.0,1604302.0,0.7311827956989247,68.0,0.26881720430107525,25.0,125.0,148.0,0.0,18202.904,20105.0,2275363.0,0.792,99.0,0.208,26.0,1
