id,date_start_task_work_period_by_tasks_total,date_final_task_fact_days_since_last_task_total,days_to_complete_min_total,days_to_complete_max_total,days_to_complete_median_total,days_to_complete_mean_total,days_to_complete_std_total,days_to_complete_sum_total,is_expired_task_mean_total,is_expired_task_sum_total,is_intime_task_mean_total,is_intime_task_sum_total,expired_level_mean_total,expired_level__0_mean_total,expired_level__0_sum_total,expired_level__1_mean_total,expired_level__1_sum_total,expired_level__2_mean_total,expired_level__2_sum_total,expired_level__3_mean_total,expired_level__3_sum_total,task_status_back_from_delegation_mean_total,task_status_back_from_delegation_sum_total,task_status_completed_mean_total,task_status_completed_sum_total,task_status_delegated_mean_total,task_status_delegated_sum_total,task_status_in_work_mean_total,task_status_in_work_sum_total,task_status_not_started_mean_total,task_status_not_started_sum_total,task_status_on_check_mean_total,task_status_on_check_sum_total,task_status_postponed_mean_total,task_status_postponed_sum_total,date_start_task_work_period_by_tasks_last_50,date_final_task_fact_days_since_last_task_last_50,days_to_complete_min_last_50,days_to_complete_max_last_50,days_to_complete_median_last_50,days_to_complete_mean_last_50,days_to_complete_std_last_50,days_to_complete_sum_last_50,is_expired_task_mean_last_50,is_expired_task_sum_last_50,is_intime_task_mean_last_50,is_intime_task_sum_last_50,expired_level_mean_last_50,expired_level__0_mean_last_50,expired_level__0_sum_last_50,expired_level__1_mean_last_50,expired_level__1_sum_last_50,expired_level__2_mean_last_50,expired_level__2_sum_last_50,expired_level__3_mean_last_50,expired_level__3_sum_last_50,task_status_back_from_delegation_mean_last_50,task_status_back_from_delegation_sum_last_50,task_status_completed_mean_last_50,task_status_completed_sum_last_50,task_status_delegated_mean_last_50,task_status_delegated_sum_last_50,task_status_in_work_mean_last_50,task_status_in_work_sum_last_50,task_status_not_started_mean_last_50,task_status_not_started_sum_last_50,task_status_on_check_mean_last_50,task_status_on_check_sum_last_50,task_status_postponed_mean_last_50,task_status_postponed_sum_last_50,date_start_task_work_period_by_tasks_last_100,date_final_task_fact_days_since_last_task_last_100,days_to_complete_min_last_100,days_to_complete_max_last_100,days_to_complete_median_last_100,days_to_complete_mean_last_100,days_to_complete_std_last_100,days_to_complete_sum_last_100,is_expired_task_mean_last_100,is_expired_task_sum_last_100,is_intime_task_mean_last_100,is_intime_task_sum_last_100,expired_level_mean_last_100,expired_level__0_mean_last_100,expired_level__0_sum_last_100,expired_level__1_mean_last_100,expired_level__1_sum_last_100,expired_level__2_mean_last_100,expired_level__2_sum_last_100,expired_level__3_mean_last_100,expired_level__3_sum_last_100,task_status_back_from_delegation_mean_last_100,task_status_back_from_delegation_sum_last_100,task_status_completed_mean_last_100,task_status_completed_sum_last_100,task_status_delegated_mean_last_100,task_status_delegated_sum_last_100,task_status_in_work_mean_last_100,task_status_in_work_sum_last_100,task_status_not_started_mean_last_100,task_status_not_started_sum_last_100,task_status_on_check_mean_last_100,task_status_on_check_sum_last_100,task_status_postponed_mean_last_100,task_status_postponed_sum_last_100,date_start_task_work_period_by_tasks_last_150,date_final_task_fact_days_since_last_task_last_150,days_to_complete_min_last_150,days_to_complete_max_last_150,days_to_complete_median_last_150,days_to_complete_mean_last_150,days_to_complete_std_last_150,days_to_complete_sum_last_150,is_expired_task_mean_last_150,is_expired_task_sum_last_150,is_intime_task_mean_last_150,is_intime_task_sum_last_150,expired_level_mean_last_150,expired_level__0_mean_last_150,expired_level__0_sum_last_150,expired_level__1_mean_last_150,expired_level__1_sum_last_150,expired_level__2_mean_last_150,expired_level__2_sum_last_150,expired_level__3_mean_last_150,expired_level__3_sum_last_150,task_status_back_from_delegation_mean_last_150,task_status_back_from_delegation_sum_last_150,task_status_completed_mean_last_150,task_status_completed_sum_last_150,task_status_delegated_mean_last_150,task_status_delegated_sum_last_150,task_status_in_work_mean_last_150,task_status_in_work_sum_last_150,task_status_not_started_mean_last_150,task_status_not_started_sum_last_150,task_status_on_check_mean_last_150,task_status_on_check_sum_last_150,task_status_postponed_mean_last_150,task_status_postponed_sum_last_150,exists_in_tasks
ОРГ1-01647,331,194.0,0.0,14.0,0.0,1.0158730158730158,2.324428916974353,64.0,0.09523809523809523,6,0.9047619047619048,57,0.1111111111111111,0.9047619047619048,57.0,0.07936507936507936,5.0,0.015873015873015872,1.0,0.0,0.0,0.0,0,1.0,63.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01649,701,172.0,0.0,671.0,1.0,13.955307262569832,73.00621962338,2498.0,0.22905027932960895,41,0.770949720670391,138,0.3743016759776536,0.770949720670391,138.0,0.11173184357541899,20.0,0.0893854748603352,16.0,0.027932960893854747,5.0,0.0,0,1.0,179.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01650,379,173.0,0.0,29.0,0.0,2.7704918032786887,5.438729761696662,169.0,0.26229508196721313,16,0.7377049180327869,45,0.3442622950819672,0.7377049180327869,45.0,0.18032786885245902,11.0,0.08196721311475409,5.0,0.0,0.0,0.0,0,1.0,61.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01653,307,194.0,0.0,3.0,1.0,0.6666666666666666,0.7669649888473704,12.0,0.05555555555555555,1,0.9444444444444444,17,0.05555555555555555,0.9444444444444444,17.0,0.05555555555555555,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01654,333,207.0,0.0,85.0,2.0,17.11111111111111,29.370241931436507,154.0,0.2222222222222222,2,0.7777777777777778,7,0.5555555555555556,0.7777777777777778,7.0,0.0,0.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.0,0,1.0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01655,307,194.0,0.0,5.0,0.0,0.47058823529411764,1.280510008689093,8.0,0.0,0,1.0,17,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,17.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01656,366,172.0,0.0,39.0,0.0,2.306122448979592,6.6307493343282005,113.0,0.10204081632653061,5,0.8979591836734694,44,0.20408163265306123,0.8979591836734694,44.0,0.02040816326530612,1.0,0.061224489795918366,3.0,0.02040816326530612,1.0,0.0,0,1.0,49.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01657,343,192.0,0.0,28.0,5.0,6.421052631578948,6.954740904780822,122.0,0.15789473684210525,3,0.8421052631578947,16,0.21052631578947367,0.8421052631578947,16.0,0.10526315789473684,2.0,0.05263157894736842,1.0,0.0,0.0,0.0,0,1.0,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01659,307,194.0,0.0,1.0,0.0,0.16666666666666666,0.3834824944236852,3.0,0.0,0,1.0,18,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01661,307,194.0,0.0,3.0,2.0,1.3333333333333333,1.084652289093281,24.0,0.1111111111111111,2,0.8888888888888888,16,0.1111111111111111,0.8888888888888888,16.0,0.1111111111111111,2.0,0.0,0.0,0.0,0.0,0.0,0,1.0,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01662,699,50.0,0.0,655.0,360.5,276.0780346820809,208.17366560724776,95523.0,0.13005780346820808,45,0.869942196531792,301,0.34104046242774566,0.869942196531792,301.0,0.011560693641618497,4.0,0.02601156069364162,9.0,0.09248554913294797,32.0,0.0,0,0.9855491329479769,341.0,0.002890173410404624,1,0.0,0.0,0.011560693641618497,4.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01664,664,175.0,0.0,580.0,2.0,90.10526315789474,178.70705225680322,1712.0,0.3157894736842105,6,0.6842105263157895,13,0.8947368421052632,0.6842105263157895,13.0,0.0,0.0,0.05263157894736842,1.0,0.2631578947368421,5.0,0.0,0,1.0,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01666,688,179.0,0.0,621.0,6.0,94.57971014492753,161.828740794006,6526.0,0.43478260869565216,30,0.5652173913043478,39,1.173913043478261,0.5652173913043478,39.0,0.028985507246376812,2.0,0.07246376811594203,5.0,0.3333333333333333,23.0,0.0,0,0.6521739130434783,45.0,0.0,0,0.08695652173913043,6.0,0.2463768115942029,17.0,0.0,0,0.014492753623188406,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01669,343,193.0,0.0,12.0,0.0,1.736842105263158,3.1063037209869777,33.0,0.15789473684210525,3,0.8421052631578947,16,0.15789473684210525,0.8421052631578947,16.0,0.15789473684210525,3.0,0.0,0.0,0.0,0.0,0.0,0,1.0,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01670,705,192.0,0.0,668.0,13.5,188.5487804878049,259.0939174988756,15461.0,0.23170731707317074,19,0.7682926829268293,63,0.4146341463414634,0.7682926829268293,63.0,0.0975609756097561,8.0,0.08536585365853659,7.0,0.04878048780487805,4.0,0.0,0,0.9512195121951219,78.0,0.0,0,0.0,0.0,0.04878048780487805,4.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01671,65,467.0,0.0,14.0,3.0,4.222222222222222,4.576510072581994,38.0,0.4444444444444444,4,0.5555555555555556,5,0.4444444444444444,0.5555555555555556,5.0,0.4444444444444444,4.0,0.0,0.0,0.0,0.0,0.0,0,1.0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01674,708,160.0,0.0,665.0,166.0,138.02930402930403,111.26841826332698,37682.0,0.7362637362637363,201,0.26373626373626374,72,1.9633699633699633,0.26373626373626374,72.0,0.09157509157509157,25.0,0.06227106227106227,17.0,0.5824175824175825,159.0,0.0,0,1.0,273.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01680,440,172.0,0.0,393.0,2.0,23.40909090909091,83.01099129226608,515.0,0.36363636363636365,8,0.6363636363636364,14,0.5909090909090909,0.6363636363636364,14.0,0.18181818181818182,4.0,0.13636363636363635,3.0,0.045454545454545456,1.0,0.0,0,1.0,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01681,714,111.0,0.0,440.0,3.0,22.583333333333332,74.09817031898638,5691.0,0.23809523809523808,60,0.7619047619047619,192,0.31746031746031744,0.7619047619047619,192.0,0.18253968253968253,46.0,0.031746031746031744,8.0,0.023809523809523808,6.0,0.0,0,0.9761904761904762,246.0,0.0,0,0.011904761904761904,3.0,0.011904761904761904,3.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-01682,699,161.0,0.0,662.0,4.0,72.33333333333333,178.8471629417355,1953.0,0.3333333333333333,9,0.6666666666666666,18,0.4444444444444444,0.6666666666666666,18.0,0.25925925925925924,7.0,0.037037037037037035,1.0,0.037037037037037035,1.0,0.0,0,1.0,27.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
