id,date_work_period_by_work_total,date_days_since_last_work_total,activeTime_mean_total,activeTime_median_total,activeTime_min_total,activeTime_max_total,activeTime_count_total,activeTime_std_total,monitorTime_mean_total,monitorTime_median_total,monitorTime_min_total,monitorTime_max_total,monitorTime_count_total,monitorTime_std_total,active_monitor_ratio_mean_total,active_monitor_ratio_median_total,active_monitor_ratio_min_total,active_monitor_ratio_max_total,active_monitor_ratio_count_total,active_monitor_ratio_std_total,is_weekend_work_sum_total,is_weekend_work_mean_total,is_workday_work_sum_total,is_workday_work_mean_total,date_work_period_by_work_last_50,date_days_since_last_work_last_50,activeTime_mean_last_50,activeTime_median_last_50,activeTime_min_last_50,activeTime_max_last_50,activeTime_count_last_50,activeTime_std_last_50,monitorTime_mean_last_50,monitorTime_median_last_50,monitorTime_min_last_50,monitorTime_max_last_50,monitorTime_count_last_50,monitorTime_std_last_50,active_monitor_ratio_mean_last_50,active_monitor_ratio_median_last_50,active_monitor_ratio_min_last_50,active_monitor_ratio_max_last_50,active_monitor_ratio_count_last_50,active_monitor_ratio_std_last_50,is_weekend_work_sum_last_50,is_weekend_work_mean_last_50,is_workday_work_sum_last_50,is_workday_work_mean_last_50,date_work_period_by_work_last_100,date_days_since_last_work_last_100,activeTime_mean_last_100,activeTime_median_last_100,activeTime_min_last_100,activeTime_max_last_100,activeTime_count_last_100,activeTime_std_last_100,monitorTime_mean_last_100,monitorTime_median_last_100,monitorTime_min_last_100,monitorTime_max_last_100,monitorTime_count_last_100,monitorTime_std_last_100,active_monitor_ratio_mean_last_100,active_monitor_ratio_median_last_100,active_monitor_ratio_min_last_100,active_monitor_ratio_max_last_100,active_monitor_ratio_count_last_100,active_monitor_ratio_std_last_100,is_weekend_work_sum_last_100,is_weekend_work_mean_last_100,is_workday_work_sum_last_100,is_workday_work_mean_last_100,date_work_period_by_work_last_150,date_days_since_last_work_last_150,activeTime_mean_last_150,activeTime_median_last_150,activeTime_min_last_150,activeTime_max_last_150,activeTime_count_last_150,activeTime_std_last_150,monitorTime_mean_last_150,monitorTime_median_last_150,monitorTime_min_last_150,monitorTime_max_last_150,monitorTime_count_last_150,monitorTime_std_last_150,active_monitor_ratio_mean_last_150,active_monitor_ratio_median_last_150,active_monitor_ratio_min_last_150,active_monitor_ratio_max_last_150,active_monitor_ratio_count_last_150,active_monitor_ratio_std_last_150,is_weekend_work_sum_last_150,is_weekend_work_mean_last_150,is_workday_work_sum_last_150,is_workday_work_mean_last_150,exists_in_work
ОРГ1-00446,194,0,15913.891891891892,19672.0,0,36199,185,10463.618160559388,78227.61081081082,83591.0,977,104712,185,15114.510434113508,0.21980658831308839,0.24898380005451334,0.0,0.8955987717502559,185,0.16280218496915752,55.0,0.2972972972972973,130.0,0.7027027027027027,46.0,0.0,15723.531914893618,19132.0,0.0,28722.0,47.0,9763.255811306122,73418.10638297872,82128.0,977.0,86621.0,47.0,18886.113682019808,0.2485363759174243,0.24216492553900867,0.0,0.8955987717502559,47.0,0.1966653929613002,13.0,0.2765957446808511,34.0,0.723404255319149,99.0,0.0,15742.466666666667,19605.0,0.0,31244.0,90.0,10227.978543345993,72403.56666666667,82317.0,977.0,86621.0,90.0,18818.32112360813,0.24608269471186803,0.2506803822542134,0.0,0.8955987717502559,90.0,0.18815574433559426,27.0,0.3,63.0,0.7,149.0,0.0,16456.257142857143,20039.0,0.0,36199.0,140.0,10298.918749122537,77187.33571428571,83483.5,977.0,104712.0,140.0,16612.525906291437,0.23244854509337587,0.2506803822542134,0.0,0.8955987717502559,140.0,0.16804578169804105,41.0,0.29285714285714287,99.0,0.7071428571428572,1
ОРГ1-00448,192,1,20174.39230769231,22158.5,0,29026,130,7031.679868646905,32480.746153846154,28293.5,1514,117272,130,20405.618654466147,0.7265948105236986,0.7904569095299139,0.0,0.9939407540394973,130,0.2182182899192904,6.0,0.046153846153846156,124.0,0.9538461538461539,48.0,1.0,24690.77142857143,25105.0,18577.0,29026.0,35.0,2470.232009652657,28820.914285714287,28930.0,22931.0,33289.0,35.0,1798.6399497697041,0.855689854957058,0.8651753540975419,0.7209889531825355,0.9398140321217244,35.0,0.05401554294966995,0.0,0.0,35.0,1.0,98.0,1.0,21611.716216216217,23546.0,0.0,29026.0,74.0,7081.69319495025,38162.51351351351,28879.5,17828.0,117272.0,74.0,24723.74455183111,0.7236602864798843,0.8325416492105002,0.0,0.9398140321217244,74.0,0.2720703812797539,6.0,0.08108108108108109,68.0,0.918918918918919,148.0,1.0,21029.3786407767,23132.0,0.0,29026.0,103.0,6933.112605059957,34645.29126213592,28591.0,1985.0,117272.0,103.0,22024.660679601617,0.7337010631898887,0.8139995302171068,0.0,0.9939407540394973,103.0,0.23834356631562081,6.0,0.05825242718446602,97.0,0.941747572815534,1
ОРГ1-00457,194,0,10658.194594594595,12015.0,0,41747,185,9050.435663605236,82019.95135135135,85102.0,1,110142,185,12373.466982462865,0.14450654708859834,0.14761594503346562,0.0,1.0,185,0.14725307725417944,50.0,0.2702702702702703,135.0,0.7297297297297297,49.0,0.0,10896.16,13323.0,0.0,30940.0,50.0,7807.923720876145,84444.94,84967.5,54758.0,94310.0,50.0,4709.012671809804,0.13108389377594068,0.16031871651043758,0.0,0.3763990267639903,50.0,0.09548981692671293,15.0,0.3,35.0,0.7,99.0,0.0,11856.0625,13666.0,0.0,41747.0,96.0,9247.905111073593,83216.86458333333,85311.5,1.0,110142.0,96.0,13201.798805362047,0.16016912750868056,0.16677443145838028,0.0,1.0,96.0,0.1601743782783757,28.0,0.2916666666666667,68.0,0.7083333333333334,149.0,0.0,10917.05633802817,12446.0,0.0,41747.0,142.0,9410.646685879185,82846.34507042254,85246.0,1.0,110142.0,142.0,12079.24805033998,0.14690821881926894,0.1510888323930359,0.0,1.0,142.0,0.15503204630696008,38.0,0.2676056338028169,104.0,0.7323943661971831,1
ОРГ1-00458,41,151,306.625,316.5,35,456,8,120.52615305994202,1228.5,956.0,35,3989,8,1163.1758250582757,0.40518484930380805,0.34613172376230184,0.07996991727249937,1.0,8,0.26175352306363286,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ОРГ1-00460,192,1,22455.598484848484,23538.5,123,41731,132,7859.255984112901,35822.57575757576,36596.0,123,101514,132,12523.379350968446,0.6342314492453471,0.6381483569461106,0.2283619086965503,1.0,132,0.13536966601872308,14.0,0.10606060606060606,118.0,0.8939393939393939,48.0,1.0,23211.41935483871,23947.0,667.0,41731.0,31.0,9140.566640984549,38572.58064516129,38018.0,1031.0,101514.0,31.0,18107.10260233848,0.6247840146168718,0.595450390982025,0.39686876572122476,0.997090203685742,31.0,0.14304405750838514,3.0,0.0967741935483871,28.0,0.9032258064516129,98.0,1.0,22350.0,24166.5,667.0,41731.0,68.0,8219.262914986453,36340.89705882353,36554.5,1031.0,101514.0,68.0,13730.085166914936,0.6200435917050252,0.6342849985907094,0.2283619086965503,0.997090203685742,68.0,0.14792879542315956,7.0,0.10294117647058823,61.0,0.8970588235294118,142.0,1.0,21798.039603960395,22724.0,123.0,41731.0,101.0,7974.978636862662,35287.346534653465,36096.0,123.0,101514.0,101.0,13125.090568400388,0.6273867061762879,0.6290114595751928,0.2283619086965503,1.0,101.0,0.14423504071574705,11.0,0.10891089108910891,90.0,0.8910891089108911,1
ОРГ1-00461,56,11,391.57142857142856,296.0,74,789,7,273.6462784586805,490.14285714285717,326.0,74,1437,7,467.69984269522996,0.9181376603088237,1.0,0.5490605427974948,1.0,7,0.1683518970245721,1.0,0.14285714285714285,6.0,0.8571428571428571,25.0,11.0,520.75,575.5,143.0,789.0,4.0,295.4277971575006,683.75,577.5,143.0,1437.0,4.0,555.1920838772829,0.88588200983492,0.9972337482710927,0.5490605427974948,1.0,4.0,0.22456278998632845,0.0,0.0,4.0,1.0,56.0,11.0,391.57142857142856,296.0,74.0,789.0,7.0,273.6462784586805,490.14285714285717,326.0,74.0,1437.0,7.0,467.69984269522996,0.9181376603088237,1.0,0.5490605427974948,1.0,7.0,0.1683518970245721,1.0,0.14285714285714285,6.0,0.8571428571428571,56.0,11.0,391.57142857142856,296.0,74.0,789.0,7.0,273.6462784586805,490.14285714285717,326.0,74.0,1437.0,7.0,467.69984269522996,0.9181376603088237,1.0,0.5490605427974948,1.0,7.0,0.1683518970245721,1.0,0.14285714285714285,6.0,0.8571428571428571,1
ОРГ1-00464,193,1,14049.983425414364,17004.0,0,39150,181,9417.233957233904,76761.46961325967,84184.0,2435,104826,181,17793.553720547672,0.20253141423043797,0.20711467106425585,0.0,0.7095369397759104,181,0.15385574748720382,46.0,0.2541436464088398,135.0,0.7458563535911602,48.0,1.0,12651.65306122449,16854.0,0.0,25255.0,49.0,9039.028216920915,82093.51020408163,84523.0,15665.0,86578.0,49.0,11169.070166316536,0.15948635504013395,0.2016202796289037,0.0,0.3428032055671744,49.0,0.11224727134807173,14.0,0.2857142857142857,35.0,0.7142857142857143,98.0,1.0,13070.284210526315,16316.0,0.0,33638.0,95.0,9198.525652751234,78222.27368421052,84279.0,2435.0,86578.0,95.0,16264.063178469154,0.18221277402330743,0.20282413350449294,0.0,0.6514405044299819,95.0,0.1370743296110375,27.0,0.28421052631578947,68.0,0.7157894736842105,148.0,1.0,14425.340579710144,17004.5,0.0,39150.0,138.0,9812.416498502964,74474.61594202899,83839.5,2435.0,86578.0,138.0,18443.584354569568,0.21669890016997723,0.212802787988978,0.0,0.7095369397759104,138.0,0.16530419716437086,34.0,0.2463768115942029,104.0,0.7536231884057971,1
ОРГ1-00465,193,1,5130.262295081967,5060.0,0,15206,122,3476.3834176008113,31092.467213114753,13697.5,35,111731,122,33972.9126951868,0.3955650887538435,0.4871365253486995,0.0,1.0,122,0.2602953181239361,14.0,0.11475409836065574,108.0,0.8852459016393442,48.0,1.0,6999.533333333334,6677.5,35.0,15206.0,30.0,3707.112322915593,12238.066666666668,12597.5,35.0,21152.0,30.0,5682.0744811376235,0.5762750495033913,0.5502405863339,0.3370165745856354,1.0,30.0,0.12608369042765163,0.0,0.0,30.0,1.0,94.0,1.0,6650.351851851852,6483.0,35.0,15206.0,54.0,3241.21648580077,11858.185185185184,12246.5,35.0,21152.0,54.0,4846.08527897489,0.5534073025688243,0.5440155185715698,0.13832306963524396,1.0,54.0,0.12236262707381572,1.0,0.018518518518518517,53.0,0.9814814814814815,148.0,1.0,5338.222222222223,5375.0,0.0,15206.0,99.0,3592.08019021994,33285.343434343435,13839.0,35.0,111731.0,99.0,35744.19624394633,0.39088999188017587,0.4971647292316416,0.0,1.0,99.0,0.2594943895538132,11.0,0.1111111111111111,88.0,0.8888888888888888,1
ОРГ1-00466,193,0,17594.325,22547.5,0,31746,160,10235.74812076889,66065.325,83936.0,14208,86576,160,26142.2755279739,0.36779002963903096,0.2945891697458426,0.0,0.8812702748847533,160,0.29380358487848235,36.0,0.225,124.0,0.775,49.0,0.0,17340.86,23266.5,0.0,31746.0,50.0,11689.114074092307,83843.88,84853.5,54465.0,86548.0,50.0,4863.790155751343,0.21022197701757112,0.28008356410887614,0.0,0.45462486932363344,50.0,0.14380666373711476,15.0,0.3,35.0,0.7,99.0,0.0,16067.05,22520.5,0.0,31746.0,100.0,11404.256675943772,83209.11,84765.0,33539.0,86576.0,100.0,7155.804074838464,0.20023159968372847,0.2665242559169562,0.0,0.7931661647634097,100.0,0.15245371637715252,32.0,0.32,68.0,0.68,149.0,0.0,16458.06976744186,22443.0,0.0,31746.0,129.0,10975.468481733797,75071.28682170542,84476.0,14208.0,86576.0,129.0,20582.769775042503,0.2687991945892688,0.27647894679313567,0.0,0.8641020977325088,129.0,0.23551119940193838,36.0,0.27906976744186046,93.0,0.7209302325581395,1
ОРГ1-00467,192,1,19441.83846153846,20992.0,0,31546,130,6478.41920952351,27196.96153846154,26807.0,7,60015,130,9270.34308539818,0.7398296796910788,0.7858254444351498,0.0,1.0,130,0.18216830654497626,3.0,0.023076923076923078,127.0,0.9769230769230769,48.0,1.0,20448.11111111111,20689.5,13750.0,25761.0,36.0,2942.7251488352254,29532.333333333332,27063.5,20772.0,60015.0,36.0,7958.138813279685,0.7183304022737251,0.7762871051599761,0.34129800883112554,0.8757901281475596,36.0,0.1330128353329979,1.0,0.027777777777777776,35.0,0.9722222222222222,98.0,1.0,19139.676056338027,21189.0,0.0,29033.0,71.0,6944.803191235151,29027.49295774648,27017.0,178.0,60015.0,71.0,10502.67245700995,0.6884436238345961,0.7785420377080391,0.0,0.9934711643090316,71.0,0.2201580312917814,3.0,0.04225352112676056,68.0,0.9577464788732394,148.0,1.0,19111.71,20811.0,0.0,31546.0,100.0,6761.594268844044,27623.19,26674.5,7.0,60015.0,100.0,9976.869959855074,0.7208461647327858,0.7810886473937357,0.0,1.0,100.0,0.19833354347714433,3.0,0.03,97.0,0.97,1
ОРГ1-00469,194,0,18539.106741573032,26126.0,0,40158,178,14128.69546418265,82065.95505617978,84112.5,29577,86626,178,9030.37006506892,0.23618848817291394,0.31451862162118377,0.0,0.8928005167655176,178,0.190369144604045,52.0,0.29213483146067415,126.0,0.7078651685393258,49.0,0.0,21155.458333333332,27050.0,0.0,35763.0,48.0,13109.829568586156,80342.125,83813.5,34058.0,86574.0,48.0,11427.368518632726,0.28263633472749894,0.3218227621040872,0.0,0.8928005167655176,48.0,0.2030878620368223,13.0,0.2708333333333333,35.0,0.7291666666666666,99.0,0.0,19086.744897959183,25804.5,0.0,35763.0,98.0,13202.727070931587,82057.21428571429,84208.0,34058.0,86626.0,98.0,8949.71670950608,0.24502898569481593,0.3099385474224894,0.0,0.8928005167655176,98.0,0.1857874684378696,30.0,0.30612244897959184,68.0,0.6938775510204082,149.0,0.0,20027.458646616542,26334.0,0.0,40158.0,133.0,13413.619902417637,81517.68421052632,84023.0,29577.0,86626.0,133.0,9803.538158737618,0.25605309357479206,0.31611897366480946,0.0,0.8928005167655176,133.0,0.1844309987782286,38.0,0.2857142857142857,95.0,0.7142857142857143,1
ОРГ1-00471,193,0,6212.62874251497,6217.0,0,16366,167,4430.234213519504,81018.00598802396,85100.0,21183,86730,167,12575.929465995689,0.08034839314582562,0.07755451951193734,0.0,0.3838064383420755,167,0.06317891344588429,46.0,0.2754491017964072,121.0,0.7245508982035929,39.0,0.0,6577.15,7235.5,0.0,13377.0,40.0,4093.8449205280517,83870.025,85292.5,40020.0,86618.0,40.0,7245.0966424426215,0.08135792937461339,0.08522569615261613,0.0,0.271464267866067,40.0,0.0570204848014509,11.0,0.275,29.0,0.725,99.0,0.0,6033.963414634146,6053.5,0.0,14111.0,82.0,4003.9676693762663,83968.21951219512,85361.5,33689.0,86618.0,82.0,7602.974333552074,0.07356938260835208,0.07088986319393328,0.0,0.271464267866067,82.0,0.051781239958559565,23.0,0.2804878048780488,59.0,0.7195121951219512,149.0,0.0,5946.528,6104.0,0.0,15630.0,125.0,4194.723470404372,81624.272,85155.0,26780.0,86730.0,125.0,11418.071513469758,0.07694195592686542,0.07554527196063002,0.0,0.3838064383420755,125.0,0.062358821675338474,35.0,0.28,90.0,0.72,1
ОРГ1-00472,76,109,312.8,152.0,18,1118,5,453.62506544502145,317.2,152.0,21,1132,5,458.8831005822725,0.961890024953837,0.9831932773109243,0.8571428571428571,1.0,5,0.05900141644194133,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,109.0,142.66666666666666,152.0,117.0,159.0,3.0,22.50185177565023,144.33333333333334,152.0,119.0,162.0,3.0,22.501851775650227,0.9882249195974686,0.9831932773109243,0.9814814814814815,1.0,3.0,0.010233374326437178,0.0,0.0,3.0,1.0,1
ОРГ1-00480,192,1,19498.796460176993,19589.0,9283,27498,113,3906.4168870848434,26827.185840707964,27132.0,11133,32161,113,2655.2404436075385,0.7279526271513804,0.7544965354562878,0.34542097488921714,0.9335776797067844,113,0.1272793260052263,3.0,0.02654867256637168,110.0,0.9734513274336283,48.0,1.0,20406.45945945946,21104.0,9935.0,27498.0,37.0,4424.253054311946,26595.108108108107,27057.0,11133.0,32161.0,37.0,3977.8232586273716,0.769346888988802,0.7852749003984064,0.36795426225903394,0.9277779787965409,37.0,0.12287685997818805,3.0,0.08108108108108109,34.0,0.918918918918919,98.0,1.0,18997.641791044774,19376.0,9283.0,27498.0,67.0,4183.858443566515,26820.805970149253,27133.0,11133.0,32161.0,67.0,3016.406432298589,0.7100881004174427,0.729664621522942,0.34542097488921714,0.9277779787965409,67.0,0.1360175826461103,3.0,0.04477611940298507,64.0,0.9552238805970149,148.0,1.0,19498.84946236559,19688.0,9283.0,27498.0,93.0,4036.726563275908,26947.88172043011,27148.0,11133.0,32161.0,93.0,2725.0776448828915,0.7246745626982044,0.7485786254048219,0.34542097488921714,0.9335776797067844,93.0,0.13078063342376214,3.0,0.03225806451612903,90.0,0.967741935483871,1
ОРГ1-00483,194,0,19748.42328042328,25667.0,0,46434,189,13759.706712326479,71669.02116402116,82379.0,3,96812,189,21752.987156807467,0.327969156729092,0.33628130748549595,0.0,1.0,189,0.2376304913379943,54.0,0.2857142857142857,135.0,0.7142857142857143,49.0,0.0,20730.06,25592.0,0.0,35734.0,50.0,12076.300964961352,68929.94,81261.0,996.0,86700.0,50.0,20996.7542403339,0.34139664908459655,0.3471821203770249,0.0,0.9812059514487079,50.0,0.2130421851912285,15.0,0.3,35.0,0.7,99.0,0.0,22032.531914893618,26099.5,0.0,46434.0,94.0,12735.130646139414,62304.436170212764,70790.5,3.0,92213.0,94.0,26096.040568769233,0.42523003515237895,0.40881420580250183,0.0,1.0,94.0,0.2345058279581616,26.0,0.2765957446808511,68.0,0.723404255319149,149.0,0.0,19490.631944444445,25401.0,0.0,46434.0,144.0,13694.797256059208,68615.09722222222,81642.0,3.0,92213.0,144.0,23687.31907311591,0.3476904536281852,0.3465626164445619,0.0,1.0,144.0,0.24771716568962998,40.0,0.2777777777777778,104.0,0.7222222222222222,1
ОРГ1-00485,192,1,13042.583941605839,13432.0,22,19708,137,3146.3608966231227,24039.700729927008,25086.0,22,31327,137,4834.411521102345,0.5480115873889538,0.538913783832228,0.35538767085945716,1.0,137,0.08809924904448889,2.0,0.014598540145985401,135.0,0.9854014598540146,48.0,1.0,11756.361111111111,12341.0,575.0,15996.0,36.0,3359.9030611252374,22480.722222222223,23426.0,594.0,29341.0,36.0,5615.627753287435,0.5327694676706783,0.5200317229050002,0.35538767085945716,0.968013468013468,36.0,0.0989679673676996,1.0,0.027777777777777776,35.0,0.9722222222222222,98.0,1.0,13027.028985507246,13080.0,575.0,19708.0,69.0,3366.5711914918393,24224.898550724636,25626.0,594.0,31327.0,69.0,5142.38329715423,0.5418409803189985,0.5311172291900343,0.35538767085945716,0.968013468013468,69.0,0.08850360800167105,1.0,0.014492753623188406,68.0,0.9855072463768116,148.0,1.0,12930.457142857143,13080.0,575.0,19708.0,105.0,3068.74822897825,24250.44761904762,25086.0,594.0,31327.0,105.0,4639.914689577469,0.5354378882246676,0.5241666047961987,0.35538767085945716,0.968013468013468,105.0,0.07992924991126188,1.0,0.009523809523809525,104.0,0.9904761904761905,1
ОРГ1-00486,193,0,10352.089285714286,11121.0,0,31412,168,7819.976074538309,63159.857142857145,84286.0,425,99494,168,31584.863730933288,0.3036544530263595,0.20833662676351833,0.0,0.9978835978835979,168,0.31082027955421865,38.0,0.2261904761904762,130.0,0.7738095238095238,49.0,0.0,14468.34,18148.0,0.0,31412.0,50.0,9546.68141851034,85906.98,85599.0,55520.0,99494.0,50.0,5842.8753352493595,0.16937746619406968,0.21142433280499992,0.0,0.35594380403458215,50.0,0.11199683406847459,15.0,0.3,35.0,0.7,99.0,0.0,10576.021276595744,12353.5,0.0,31412.0,94.0,9771.764880576224,82826.79787234042,85576.5,425.0,99494.0,94.0,14313.791056165566,0.14633922557446294,0.1764315940354085,0.0,0.9978835978835979,94.0,0.16969055641084155,29.0,0.30851063829787234,65.0,0.6914893617021277,149.0,0.0,10052.557971014492,11024.0,0.0,31412.0,138.0,8541.457955189177,73786.32608695653,84665.0,425.0,99494.0,138.0,24043.4774863666,0.1913546423147587,0.18340824424062388,0.0,0.9978835978835979,138.0,0.2132179164212893,37.0,0.26811594202898553,101.0,0.7318840579710145,1
ОРГ1-00494,179,7,15915.262295081968,17300.0,0,26222,122,5469.48783134621,32641.56557377049,30498.0,108,86566,122,13264.047830858453,0.5432846254547885,0.574660048172833,0.0,1.0,122,0.18199769260086465,3.0,0.02459016393442623,119.0,0.9754098360655737,42.0,7.0,17811.774193548386,18123.0,5007.0,24096.0,31.0,3700.604974952767,29305.0,29433.0,19268.0,35985.0,31.0,2922.8454743052466,0.6054144938278895,0.6171738224260108,0.2598609092796346,0.8522920203735145,31.0,0.11629871388308169,0.0,0.0,31.0,1.0,92.0,7.0,14992.866666666667,17332.5,0.0,26222.0,60.0,7171.634280490562,34881.1,30473.0,108.0,86566.0,60.0,18602.416803710836,0.5325501914047713,0.5899584416030621,0.0,1.0,60.0,0.24027575515317248,3.0,0.05,57.0,0.95,142.0,7.0,15242.302083333334,16662.5,0.0,26222.0,96.0,5896.767667870062,33274.760416666664,30498.0,108.0,86566.0,96.0,14883.993210471583,0.525804528176119,0.5491737162323257,0.0,1.0,96.0,0.19862091801491813,3.0,0.03125,93.0,0.96875,1
ОРГ1-00498,194,0,16195.677419354839,21772.0,0,34419,155,10829.001225026694,73523.78709677419,85215.0,710,86653,155,23001.145134673752,0.2811275233764569,0.2743760164038747,0.0,0.9987484355444305,155,0.23814921273185077,40.0,0.25806451612903225,115.0,0.7419354838709677,49.0,0.0,18765.326530612245,23570.0,0.0,34419.0,49.0,10814.952044484051,76211.20408163265,85150.0,21089.0,86528.0,49.0,17007.79805949268,0.27376343612367904,0.28363461470784895,0.0,0.7712551567167718,49.0,0.19228398885721018,14.0,0.2857142857142857,35.0,0.7142857142857143,99.0,0.0,18742.5,22727.0,0.0,34419.0,66.0,10104.274034364787,63845.40909090909,84301.5,710.0,86528.0,66.0,26579.84791701428,0.3859036326929934,0.2992061434353752,0.0,0.9987484355444305,66.0,0.2615921710824547,14.0,0.21212121212121213,52.0,0.7878787878787878,149.0,0.0,16356.8,21980.0,0.0,34419.0,110.0,10828.98398480297,68695.32727272727,85004.0,710.0,86653.0,110.0,25809.94551181971,0.32007246273430373,0.2815160056793534,0.0,0.9987484355444305,110.0,0.2611080027439999,26.0,0.23636363636363636,84.0,0.7636363636363637,1
ОРГ1-00499,192,1,9753.104395604396,11920.0,0,26343,182,8670.526729880472,78746.76923076923,84931.5,119,111168,182,21225.585074849074,0.15787349659901462,0.147208194305553,0.0,1.0,182,0.1909109054996085,50.0,0.27472527472527475,132.0,0.7252747252747253,48.0,1.0,8265.340425531915,8898.0,0.0,24134.0,47.0,8579.326479282208,82513.97872340426,84490.0,51166.0,86694.0,47.0,7147.266341176279,0.10498842774071497,0.10902407645653373,0.0,0.37782902708830085,47.0,0.11141627245399184,12.0,0.2553191489361702,35.0,0.7446808510638298,98.0,1.0,10173.032258064517,11955.0,0.0,24736.0,93.0,8824.926225152418,82871.39784946236,84771.0,16282.0,111168.0,93.0,15673.708822863477,0.13998356577569224,0.12565878142863782,0.0,0.7385233591752243,93.0,0.1460672011472512,26.0,0.27956989247311825,67.0,0.7204301075268817,148.0,1.0,10670.711267605633,13445.0,0.0,24736.0,142.0,8626.581864256737,81615.82394366198,84875.0,7312.0,111168.0,142.0,16372.808693961704,0.14002825100435673,0.1507409982077135,0.0,0.7385233591752243,142.0,0.13156880792564507,40.0,0.28169014084507044,102.0,0.7183098591549296,1
ОРГ1-00503,194,0,12318.398936170213,16529.5,0,43418,188,9797.25696443472,78986.70212765958,85204.5,30,86715,188,15907.016347403836,0.18835035642045184,0.20204217666701418,0.0,1.0,188,0.19545950222344563,53.0,0.28191489361702127,135.0,0.7180851063829787,49.0,0.0,12934.98,16300.5,0.0,25481.0,50.0,8914.962750136792,80579.64,85016.0,34201.0,86704.0,50.0,12977.522988959776,0.17674794483070028,0.19680891469235917,0.0,0.7320022981901753,50.0,0.1574086757249984,15.0,0.3,35.0,0.7,99.0,0.0,12006.557894736841,15811.0,0.0,26480.0,95.0,9180.071919149734,79083.28421052631,85086.0,30187.0,86704.0,95.0,15340.26201450563,0.17955261438216266,0.19270833333333334,0.0,0.7320022981901753,95.0,0.18131194312119972,27.0,0.28421052631578947,68.0,0.7157894736842105,149.0,0.0,12538.131034482758,16929.0,0.0,26480.0,145.0,9028.443618376912,81126.4,85251.0,30187.0,86704.0,145.0,12730.399889743363,0.17288080824312807,0.2011934209446548,0.0,0.7320022981901753,145.0,0.15866096549141584,41.0,0.2827586206896552,104.0,0.7172413793103448,1
ОРГ1-00506,194,0,14091.538860103627,18675.0,0,31613,193,10948.79910936739,81812.49222797928,84020.0,34552,86704,193,8752.281036082803,0.17813459396082834,0.22864733826338215,0.0,0.5442525014099806,193,0.1433830698183624,59.0,0.30569948186528495,134.0,0.694300518134715,49.0,0.0,9860.86,8969.5,0.0,30456.0,50.0,10083.813614938363,83081.52,84649.0,45428.0,86620.0,50.0,6350.612698192906,0.12473095202467857,0.11097334045815786,0.0,0.4683455137800476,50.0,0.131242596693104,15.0,0.3,35.0,0.7,99.0,0.0,12379.95,16282.5,0.0,30456.0,100.0,10898.995363186814,82707.98,84166.0,45428.0,86704.0,100.0,6896.0422758494615,0.15714431754148436,0.1972292317225348,0.0,0.5442525014099806,100.0,0.1445161038874459,32.0,0.32,68.0,0.68,149.0,0.0,13870.557046979866,18869.0,0.0,30456.0,149.0,10792.441317874478,81925.81879194631,83921.0,34552.0,86704.0,149.0,8875.66777621259,0.17463322079475818,0.22945754032817486,0.0,0.5442525014099806,149.0,0.14054812161304792,45.0,0.30201342281879195,104.0,0.697986577181208,1
ОРГ1-00515,194,0,9229.88829787234,9328.0,0,22324,188,7502.950321900743,73099.7074468085,83362.0,3047,86710,188,18921.142897854083,0.1487563720151507,0.14550736049173413,0.0,0.8240892681325894,188,0.14328586836941373,54.0,0.2872340425531915,134.0,0.7127659574468085,49.0,0.0,6342.673469387755,5820.0,0.0,19493.0,49.0,5609.214121231524,69586.22448979592,67042.0,29680.0,86260.0,49.0,15448.989125863682,0.09792253792602344,0.09519405745651979,0.0,0.37659622302158274,49.0,0.08293285079978441,14.0,0.2857142857142857,35.0,0.7142857142857143,99.0,0.0,9190.546391752578,8266.0,0.0,22053.0,97.0,7689.019872818397,71446.793814433,81906.0,3047.0,86521.0,97.0,18084.87808164263,0.15262418630449434,0.14317789984363097,0.0,0.8240892681325894,97.0,0.1539265195213544,29.0,0.29896907216494845,68.0,0.7010309278350515,149.0,0.0,9112.461538461539,8327.0,0.0,22324.0,143.0,7622.922409887973,69972.30769230769,81987.0,3047.0,86521.0,143.0,20439.038853201655,0.15790161543855244,0.14385367461276502,0.0,0.8240892681325894,143.0,0.15485149762886732,40.0,0.27972027972027974,103.0,0.7202797202797203,1
