id,Вид образования,Специальность,edu_level,count_appearence,count_chiefed,is_chief,exists_in_education
ОРГ1-01945,Высшее образование,Юриспруденция,8.0,1,0.0,0,1
ОРГ1-01950,Высшее образование,Автоматизация технологических процессов и производств,8.0,1,0.0,0,1
ОРГ1-01952,Среднее профессиональное образование,Авиационные приборы и комплексы,5.0,1,0.0,0,1
ОРГ1-01955,Высшее образование,Юриспруденция,8.0,1,0.0,0,1
ОРГ1-01956,"Высшее образование - специалитет, магистратура",Строительство,9.0,2,0.0,0,1
ОРГ1-01957,Повышение квалификации,Проектирование зданий и сооружений,10.0,2,0.0,0,1
ОРГ1-01958,Повышение квалификации,,10.0,3,0.0,0,1
ОРГ1-01967,Аспирантура,электро- и теплотехника,13.0,2,0.0,0,1
ОРГ1-01970,Высшее образование,Менеджмент организации,8.0,1,0.0,0,1
ОРГ1-01971,Высшее образование - бакалавриат,Химическая технология,8.0,1,0.0,0,1
ОРГ1-01974,Высшее образование,Прикладная математика и информатика,8.0,1,8.0,1,1
ОРГ1-01975,Высшее образование,"Проектирование, сооружение и эксплуатация г/н проводов и г/н хранилищ",8.0,1,0.0,0,1
ОРГ1-01985,Высшее образование,Мехатроника,8.0,1,0.0,0,1
ОРГ1-01986,Высшее образование,Теплогазоснабжение и вентиляция,8.0,1,0.0,0,1
ОРГ1-01987,Высшее образование - бакалавриат,Эксплуатация транспортно-технологических машин и комплексов,8.0,2,0.0,0,1
ОРГ1-01989,Высшее образование - бакалавриат,Менеджмент,8.0,3,0.0,0,1
ОРГ1-01991,Высшее образование,Юриспруденция,8.0,2,1.0,1,1
ОРГ1-01998,Высшее образование,Химическая технология органических веществ,8.0,1,0.0,0,1
ОРГ1-01999,"Высшее образование - специалитет, магистратура","Энерго-и ресурсосберегающие процессы в хим.технологии, нефтехимии и биотехнологии",9.0,2,0.0,0,1
ОРГ1-02001,Высшее образование,Строительство,8.0,1,0.0,0,1
ОРГ1-02002,"Высшее образование - специалитет, магистратура",Строительство,9.0,2,0.0,0,1
ОРГ1-02007,Повышение квалификации,"Основы сметного дела в строительстве с применением программного комплекса ""ГРАНД-Смета""",10.0,3,0.0,0,1
ОРГ1-02011,Высшее образование - бакалавриат,Химическая технология,8.0,1,0.0,0,1
ОРГ1-02013,Повышение квалификации,,10.0,9,14.0,1,1
ОРГ1-02018,Высшее образование,"Электрооборудование и электрохозяйство предприятий, организаций и учреждений",8.0,1,0.0,0,1
ОРГ1-02023,Высшее образование,командная военной картографии,8.0,1,0.0,0,1
ОРГ1-02027,Высшее образование,Строительство и эксплуатация зданий и сооружений,8.0,1,0.0,0,1
ОРГ1-02031,Высшее образование,Автоматизация технологических процессов и производств (по отраслям),8.0,1,0.0,0,1
ОРГ1-02037,"Высшее образование - специалитет, магистратура",Приборостроение,9.0,1,0.0,0,1
ОРГ1-02039,Высшее образование,Основные процессы химических производств и химическая кибернетика,8.0,1,0.0,0,1
ОРГ1-02042,Высшее образование,Системы автоматизированного проектирования,8.0,2,0.0,0,1
ОРГ1-02044,Повышение квалификации,,10.0,3,0.0,0,1
ОРГ1-02046,Высшее образование,Автоматизация технологических процессов и производств (по отраслям),8.0,1,0.0,0,1
ОРГ1-02047,Высшее образование,Экономика и управление на предприятии (по отраслям),8.0,2,0.0,0,1
ОРГ1-02050,Высшее образование - бакалавриат,Технологические машины и оборудование,8.0,2,0.0,0,1
ОРГ1-02052,Высшее образование,Промышленное и гражданское строительство,8.0,1,0.0,0,1
ОРГ1-02053,Высшее образование,Промышленное и гражданское строительство,8.0,1,0.0,0,1
ОРГ1-02054,Высшее образование - бакалавриат,Юриспруденция,8.0,3,0.0,0,1
ОРГ1-02056,"Высшее образование - специалитет, магистратура",Магистр техники и технологии,9.0,2,0.0,0,1
ОРГ1-02057,Высшее образование,Химическая технология природных энергоносителей и углеродных материалов,8.0,1,0.0,0,1
ОРГ1-02059,Высшее образование,Связи с общественностью,8.0,1,0.0,0,1
ОРГ1-02060,Высшее образование,"Проектирование, сооружение и эксплуатация газонефтепроводов и газонефтехранилищ",8.0,1,0.0,0,1
ОРГ1-02061,Высшее образование,Теплогазоснабжение и вентиляция,8.0,1,0.0,0,1
ОРГ1-02065,Высшее образование,Управление процессами перевозок на железнодорожном транспорте,8.0,1,0.0,0,1
ОРГ1-02068,Высшее образование,Автоматизация технологических процессов и производств,8.0,1,2.0,1,1
ОРГ1-02072,Повышение квалификации,Менеджмент организации,10.0,2,0.0,0,1
ОРГ1-02075,Высшее образование,Электропривод и автоматика промышленных установок и технологических комплексов,8.0,1,3.0,1,1
ОРГ1-02076,Высшее образование,Библиотековедение и библиография,8.0,1,0.0,0,1
ОРГ1-02080,Высшее образование - бакалавриат,Менеджмент,8.0,2,0.0,0,1
ОРГ1-02081,Высшее образование,Химическая технология переработки нефти и газа,8.0,1,0.0,0,1
ОРГ1-02086,Высшее образование,Планирование народного хозяйства,8.0,1,0.0,0,1
ОРГ1-02087,Высшее образование,Промышленное и гражданское строительство,8.0,1,0.0,0,1
ОРГ1-02089,Повышение квалификации,Промышленное и гражданское строительство,10.0,3,0.0,0,1
ОРГ1-02091,Высшее образование,Экономика и управление аграрным производством,8.0,1,0.0,0,1
ОРГ1-02092,Высшее образование,Электропривод и автоматика промышленных установок и технологических комплексов,8.0,1,0.0,0,1
ОРГ1-02096,Высшее образование,Машины и аппараты химических производств,8.0,1,0.0,0,1
ОРГ1-02103,Повышение квалификации,Экономика и управление на предприятии нефтегазового комплекса,10.0,3,0.0,0,1
ОРГ1-02105,Среднее профессиональное образование,Технология продуктов общественного питания,5.0,1,0.0,0,1
ОРГ1-02106,Высшее образование,Менеджмент организации,8.0,1,0.0,0,1
ОРГ1-02109,"Высшее образование - специалитет, магистратура",Химическая технология,9.0,1,0.0,0,1
ОРГ1-02113,Высшее образование - бакалавриат,Химическая технология,8.0,1,0.0,0,1
ОРГ1-02116,Высшее образование,"Проектирование, сооружение и эксплуатация г/н проводов и г/н хранилищ",8.0,1,2.0,1,1
ОРГ1-02124,Высшее образование,Оборудование и технология повышения износостойкости и восстановление деталей машин и аппаратов,8.0,1,0.0,0,1
ОРГ1-02126,"Высшее образование - специалитет, магистратура",Геология,9.0,1,0.0,0,1
ОРГ1-02127,Высшее образование,Водоснабжение и водоотведение,8.0,1,0.0,0,1
ОРГ1-02128,Высшее образование,Промышленное и гражданское строительство,8.0,1,0.0,0,1
ОРГ1-02132,"Высшее образование - специалитет, магистратура",Информатика и вычислительная техника,9.0,2,0.0,0,1
ОРГ1-02133,Повышение квалификации,Управление государственными и муниципальными закупками,10.0,3,0.0,0,1
ОРГ1-02137,Повышение квалификации,,10.0,3,0.0,0,1
ОРГ1-02145,Высшее образование,Связь с общественностью,8.0,1,0.0,0,1
ОРГ1-02146,"Высшее образование - специалитет, магистратура",Нефтегазовое дело,9.0,2,6.0,1,1
ОРГ1-02150,Высшее образование,Электрооборудование летательных аппаратов,8.0,1,0.0,0,1
ОРГ1-02152,Высшее образование,Химическая технология природных энергоносителей и углеродных материалов,8.0,1,0.0,0,1
ОРГ1-02154,Переподготовка,,12.0,2,0.0,0,1
ОРГ1-02155,Повышение квалификации,,10.0,2,0.0,0,1
ОРГ1-02159,Высшее образование,"Бухгалтерский учет, анализ и аудит",8.0,1,0.0,0,1
ОРГ1-02161,Переподготовка,,12.0,2,1.0,1,1
ОРГ1-02162,Повышение квалификации,,10.0,2,0.0,0,1
ОРГ1-02164,Высшее образование - бакалавриат,Менеджмент,8.0,2,0.0,0,1
ОРГ1-02165,Высшее образование,"Проектирование, сооружение и эксплуатация газонефтепроводов и газонефтехранилищ",8.0,1,0.0,0,1
ОРГ1-02166,Переподготовка,"Проектирование, сооружение и эксплуатация газонефтепроводов и газонефтехранилищ",12.0,2,0.0,0,1
ОРГ1-02169,Повышение квалификации,,10.0,4,0.0,0,1
ОРГ1-02174,Основное общее образование,,3.0,1,0.0,0,1
ОРГ1-02177,Высшее образование,Реновация средств и объектов материального производства в машиностроении,8.0,1,0.0,0,1
ОРГ1-02179,Переподготовка,Техническая диагностика технологического оборудования КС по специальности инженер-диагност,12.0,13,0.0,0,1
ОРГ1-02181,Высшее образование,Английский язык и литература,8.0,1,15.0,1,1
ОРГ1-02183,Высшее образование,Экономическая безопасность,8.0,2,0.0,0,1
ОРГ1-02184,Переподготовка,,12.0,2,0.0,0,1
ОРГ1-02187,"Высшее образование - специалитет, магистратура",Юриспруденция,9.0,1,0.0,0,1
ОРГ1-02189,Высшее образование,Информационно-измерительная техника и технологии,8.0,1,0.0,0,1
ОРГ1-02190,Высшее образование - бакалавриат,Технологические машины и оборудование,8.0,2,0.0,0,1
ОРГ1-02192,"Высшее образование - специалитет, магистратура",Технологические машины и оборудование,9.0,2,0.0,0,1
ОРГ1-02193,Повышение квалификации,,10.0,2,2.0,1,1
ОРГ1-02194,Повышение квалификации,,10.0,3,0.0,0,1
ОРГ1-02195,Повышение квалификации,,10.0,6,0.0,0,1
ОРГ1-02196,Повышение квалификации,,10.0,4,0.0,0,1
ОРГ1-02197,"Высшее образование - специалитет, магистратура",Технологические машины и оборудование,9.0,1,0.0,0,1
ОРГ1-02201,Переподготовка,,12.0,2,0.0,0,1
ОРГ1-02202,Высшее образование - бакалавриат,Строительство,8.0,2,0.0,0,1
ОРГ1-02205,Повышение квалификации,,10.0,2,0.0,0,1
ОРГ1-02211,"Высшее образование - специалитет, магистратура",Управление в технических системах,9.0,2,0.0,0,1
ОРГ1-02214,Высшее образование,Автоматизация технологических процессов и производств,8.0,1,0.0,0,1
ОРГ1-02221,Высшее образование - бакалавриат,Государственное и муниципальное управление,8.0,1,0.0,0,1
ОРГ1-02222,Повышение квалификации,,10.0,3,0.0,0,1
ОРГ1-02224,Высшее образование,Водоснабжение и водоотведение,8.0,1,0.0,0,1
ОРГ1-02230,"Высшее образование - специалитет, магистратура",Строительство,9.0,2,0.0,0,1
ОРГ1-02235,Высшее образование,Менеджмент организации,8.0,1,0.0,0,1
ОРГ1-02245,Высшее образование,История,8.0,2,0.0,0,1
ОРГ1-02246,Повышение квалификации,,10.0,2,2.0,1,1
ОРГ1-02247,Высшее образование - бакалавриат,Менеджмент,8.0,2,0.0,0,1
ОРГ1-02248,Повышение квалификации,,10.0,2,0.0,0,1
ОРГ1-02249,Высшее образование,Автоматизация технологических процессов и производств (в нефтепереработке и нефтехимии),8.0,1,0.0,0,1
ОРГ1-02250,Повышение квалификации,,10.0,4,0.0,0,1
ОРГ1-02252,Высшее образование,"Проектирование, сооружение и эксплуатация газонефтепроводов и газонефтехранилищ",8.0,1,2.0,1,1
ОРГ1-02383,Высшее образование,"Проектирование, сооружение и эксплуатация газонефтепроводов и газонефтехранилищ",8.0,1,0.0,0,1
ОРГ1-02494,"Высшее образование - специалитет, магистратура",Химическая технология,9.0,2,0.0,0,1
ОРГ1-02495,"Высшее образование - специалитет, магистратура",Строительство,9.0,2,0.0,0,1
ОРГ1-02496,Среднее профессиональное образование,,5.0,1,0.0,0,1
ОРГ1-02497,Высшее образование - бакалавриат,БИЗНЕС-ИНФОРМАТИКА,8.0,1,0.0,0,1
ОРГ1-02498,Высшее образование,Теплогазоснабжение и вентиляция,8.0,1,0.0,0,1
ОРГ1-02499,Высшее образование,Безопасность технологических процессов и производств,8.0,1,0.0,0,1
ОРГ1-02506,Начальное профессиональное образование,,4.0,1,0.0,0,1
ОРГ1-02508,Высшее образование,Экономическая кибернетика,8.0,1,0.0,0,1
ОРГ1-02511,Повышение квалификации,,10.0,2,1.0,1,1
ОРГ1-02522,Повышение квалификации,,10.0,2,0.0,0,1
ОРГ1-02525,Высшее образование,Бухгалтерский учет и аудит,8.0,3,0.0,0,1
ОРГ1-02527,Высшее образование - бакалавриат,Строительство,8.0,2,0.0,0,1
ОРГ1-02529,Повышение квалификации,,10.0,3,14.0,1,1
ОРГ1-02539,Высшее образование,Технологические машины и оборудование,8.0,1,0.0,0,1
ОРГ1-02540,Высшее образование - бакалавриат,"Бухгалтерский учет, анализ и аудит",8.0,2,0.0,0,1
ОРГ1-02541,Среднее профессиональное образование,Оборудование швейных предприятий,5.0,1,0.0,0,1
ОРГ1-02542,Среднее профессиональное образование,Монтаж и техническая эксплуатация промышленного оборудования,5.0,2,0.0,0,1
ОРГ1-02543,Среднее профессиональное образование,Техническое обслуживание и ремонт промышленного оборудования,5.0,1,0.0,0,1
ОРГ1-02544,Среднее профессиональное образование,Технология машиностроения,5.0,1,0.0,0,1
ОРГ1-02545,Среднее профессиональное образование,Оборудование и технология сварочного производства,5.0,1,0.0,0,1
ОРГ1-02546,Среднее профессиональное образование,Охрана окружающей среды и рациональное использование природных ресурсов,5.0,1,0.0,0,1
ОРГ1-02547,Высшее образование - бакалавриат,"Гидравлическая, вакуумная и компрессорная техника",8.0,1,0.0,0,1
ОРГ1-02550,"Высшее образование - специалитет, магистратура",Прикладные математика и физика,9.0,1,0.0,0,1
ОРГ1-02551,Высшее образование,Химическая технология,8.0,2,0.0,0,1
ОРГ1-02554,Переподготовка,,12.0,15,0.0,0,1
ОРГ1-02555,Переподготовка,,12.0,3,0.0,0,1
ОРГ1-02557,"Высшее образование - специалитет, магистратура",Землеустройство и кадастры,9.0,1,0.0,0,1
ОРГ1-02559,Неполное высшее образование,Учитель математики,7.0,1,0.0,0,1
ОРГ1-02560,Неполное высшее образование,Учитель математики,7.0,1,0.0,0,1
ОРГ1-02561,Высшее образование - бакалавриат,Строительство,8.0,2,0.0,0,1
ОРГ1-02562,Аспирантура,,13.0,3,0.0,0,1
ОРГ1-02563,Повышение квалификации,Безопасность строительства и качество выполнения общестроительных работ. Строительный контроль. Орга,10.0,4,0.0,0,1
ОРГ1-02564,Высшее образование,Технологические машины и оборудование,8.0,1,0.0,0,1
ОРГ1-02565,Высшее образование,Юриспруденция,8.0,2,0.0,0,1
ОРГ1-02568,Высшее образование,Экономика,8.0,1,0.0,0,1
ОРГ1-02569,Среднее профессиональное образование,Контролер станочных и слесарных работ,5.0,1,0.0,0,1
ОРГ1-02570,"Высшее образование - специалитет, магистратура",Экономическая безопасность,9.0,1,0.0,0,1
ОРГ1-02571,Повышение квалификации,,10.0,2,0.0,0,1
ОРГ1-02572,"Высшее образование - специалитет, магистратура",Менеджмент организации,9.0,2,0.0,0,1
ОРГ1-02573,"Высшее образование - специалитет, магистратура","Подъемно-транспортные, строительные, дорожные машины и оборудование",9.0,1,0.0,0,1
ОРГ1-02574,"Высшее образование - специалитет, магистратура","Подъемно-транспортные, строительные, дорожные машины и оборудование",9.0,1,0.0,0,1
ОРГ1-02578,"Высшее образование - специалитет, магистратура",Автомобили и автомобильное хозяйство,9.0,1,0.0,0,1
ОРГ1-02580,"Высшее образование - специалитет, магистратура",география,9.0,2,0.0,0,1
ОРГ1-02582,Высшее образование,Юриспруденция,8.0,1,0.0,0,1
ОРГ1-02583,"Высшее образование - специалитет, магистратура",Юриспруденция,9.0,1,0.0,0,1
ОРГ1-02585,"Высшее образование - специалитет, магистратура",Автоматизация технологических процессов и производств,9.0,2,0.0,0,1
ОРГ1-02588,Высшее образование,Документоведение и  документационное обеспечение управления,8.0,1,0.0,0,1
ОРГ1-02589,Высшее образование,"Проектирование,сооружение и эксплуатация газонефтепроводов и газонефтехранилищ",8.0,1,0.0,0,1
ОРГ1-02591,Повышение квалификации,"Проектирование, эксплуатации и ремонт нефтегазового оборудования",10.0,3,0.0,0,1
ОРГ1-02592,Высшее образование,Прикладная математика и информатика,8.0,1,1.0,1,1
ОРГ1-02593,Высшее образование,Бухгалтерский учет и аудит,8.0,2,0.0,0,1
ОРГ1-02594,Среднее профессиональное образование,Мастер столярно-плотничных и паркетных работ,5.0,1,0.0,0,1
ОРГ1-02596,Высшее образование,Химическая технология природных энергоносителей и углеродных материалов,8.0,1,0.0,0,1
ОРГ1-02597,"Высшее образование - специалитет, магистратура",Прикладная информатика,9.0,2,0.0,0,1
ОРГ1-02598,Повышение квалификации,,10.0,3,0.0,0,1
ОРГ1-02600,Высшее образование,Промышленная электроника,8.0,1,0.0,0,1
ОРГ1-02605,Высшее образование,Землеустройство,8.0,1,0.0,0,1
ОРГ1-02606,Высшее образование,Экология и природопользование,8.0,1,0.0,0,1
ОРГ1-02607,Переподготовка,,12.0,3,0.0,0,1
ОРГ1-02609,Высшее образование - бакалавриат,Химическая технология,8.0,1,0.0,0,1
ОРГ1-02612,Высшее образование,Защита в чрезвычайных ситуациях,8.0,1,0.0,0,1
ОРГ1-02614,Высшее образование,Прикладная геодезия,8.0,1,0.0,0,1
ОРГ1-02615,Высшее образование,Юриспруденция,8.0,1,0.0,0,1
ОРГ1-02616,"Высшее образование - специалитет, магистратура",Экономика,9.0,1,0.0,0,1
ОРГ1-02618,"Высшее образование - специалитет, магистратура",Нефтегазовое дело,9.0,2,0.0,0,1
ОРГ1-02620,Повышение квалификации,Инженерно-геологические изыскания в строительстве,10.0,2,0.0,0,1
ОРГ1-02621,Повышение квалификации,Школа Главного инженера проектов. Базовый курс,10.0,4,0.0,0,1
ОРГ1-02623,"Высшее образование - специалитет, магистратура",Строительство,9.0,2,0.0,0,1
ОРГ1-02624,Повышение квалификации,Комплексное проектирование и обустройство нефтяных и газовых месторождений,10.0,2,0.0,0,1
ОРГ1-02626,Переподготовка,,12.0,2,0.0,0,1
ОРГ1-02628,Высшее образование,Менеджмент организации,8.0,2,0.0,0,1
ОРГ1-02629,Высшее образование,Информационно-измерительная техника и технологии,8.0,1,0.0,0,1
ОРГ1-02630,Высшее образование,Электрификация и автоматизация сельского хозяйства,8.0,2,0.0,0,1
ОРГ1-02631,Высшее образование,Экономика и управление на предприятии (по отраслям),8.0,1,0.0,0,1
ОРГ1-02634,Высшее образование,Автоматизация технологических процессов и производств,8.0,2,0.0,0,1
ОРГ1-02635,"Высшее образование - специалитет, магистратура",Реклама и связи с общественностью,9.0,1,0.0,0,1
ОРГ1-02636,Высшее образование,Водоснабжение и водоотведение,8.0,1,0.0,0,1
ОРГ1-02638,Высшее образование,Автоматизация технологических процессов и производств (в машиностроении),8.0,1,0.0,0,1
ОРГ1-02639,"Высшее образование - специалитет, магистратура",Инфокоммуникационные технологии и системы связи,9.0,2,0.0,0,1
ОРГ1-02642,Высшее образование,Экономика и управление на предприятии (железнодорожный транспорт),8.0,2,0.0,0,1
ОРГ1-02643,Высшее образование,Экономика и управление на предприятии (железнодорожный транспорт),8.0,2,0.0,0,1
ОРГ1-02644,Высшее образование,Налоги и налогообложение,8.0,1,0.0,0,1
ОРГ1-02646,Высшее образование,Инфокоммуникационные технологии и системы связи,8.0,2,0.0,0,1
ОРГ1-02647,Высшее образование - бакалавриат,Социально-экономическое образование,8.0,1,0.0,0,1
ОРГ1-02648,Повышение квалификации,,10.0,3,0.0,0,1
ОРГ1-02650,Высшее образование,Управление инновациями,8.0,1,0.0,0,1
ОРГ1-02651,Начальное профессиональное образование,Электромонтер по ремонту и обслуживанию электрооборудования,4.0,1,0.0,0,1
ОРГ1-02653,Высшее образование,Промышленное и гражданское строительство,8.0,1,0.0,0,1
ОРГ1-02655,Повышение квалификации,Испектор по кадрам,10.0,2,0.0,0,1
ОРГ1-02657,Высшее образование,Геология,8.0,1,0.0,0,1
ОРГ1-02658,Высшее образование - бакалавриат,Агроинженерия,8.0,1,0.0,0,1
ОРГ1-02662,"Высшее образование - специалитет, магистратура",Автоматизация технологических процессов и производств,9.0,2,0.0,0,1
ОРГ1-02663,Высшее образование,география,8.0,1,0.0,0,1
ОРГ1-02666,Переподготовка,Специалист по противопожарной профилактике,12.0,2,0.0,0,1
ОРГ1-02672,Высшее образование - бакалавриат,Юриспруденция,8.0,2,0.0,0,1
ОРГ1-02674,Переподготовка,"Строительство, реконструкция и проектирование гражданских и промышленных зданий и сооружений",12.0,4,0.0,0,1
ОРГ1-02676,Высшее образование,Машины и аппараты химических производств и предприятий строительных материалов,8.0,1,0.0,0,1
ОРГ1-02677,Высшее образование,Промышленная теплоэнергетика,8.0,1,0.0,0,1
ОРГ1-02679,Высшее образование,Юриспруденция,8.0,1,0.0,0,1
ОРГ1-02684,Высшее образование - бакалавриат,Строительство,8.0,1,0.0,0,1
ОРГ1-02685,Высшее образование,Менеджмент организации,8.0,1,0.0,0,1
ОРГ1-02686,Высшее образование,Государственное и муниципальное управление,8.0,1,0.0,0,1
ОРГ1-02687,Высшее образование,Автоматизация технологических процессов и производств,8.0,1,0.0,0,1
ОРГ1-02689,"Высшее образование - специалитет, магистратура",Управление в технических системах,9.0,2,0.0,0,1
ОРГ1-02690,Неполное высшее образование,Промышленное и гражданское строительство,7.0,2,0.0,0,1
ОРГ1-02691,Среднее общее образование,,2.0,1,0.0,0,1
ОРГ1-02692,"Высшее образование - специалитет, магистратура",география,9.0,2,0.0,0,1
ОРГ1-02694,Высшее образование,экономика и управление на предприятии (по отраслям),8.0,1,0.0,0,1
ОРГ1-02695,Высшее образование,Промышленное и гражданское строительство,8.0,2,0.0,0,1
ОРГ1-02696,Высшее образование,Математические методы и исследование операций в экономике,8.0,1,0.0,0,1
ОРГ1-02697,Высшее образование,Конструирование и производство радиоэлектронного оборудования,8.0,1,0.0,0,1
ОРГ1-02698,Высшее образование,Промышленное и гражданское строительство,8.0,1,3.0,1,1
ОРГ1-02699,Высшее образование,Машины и аппараты химических производств,8.0,1,0.0,0,1
ОРГ1-02700,Высшее образование,Водоснабжение и водоотведение,8.0,1,12.0,1,1
ОРГ1-02701,Высшее образование,Технология и предпринимательство,8.0,2,0.0,0,1
ОРГ1-02702,"Высшее образование - специалитет, магистратура",Психология,9.0,2,0.0,0,1
ОРГ1-02703,Высшее образование,Финансы и кредит,8.0,1,1.0,1,1
ОРГ1-02704,Высшее образование - бакалавриат,БИЗНЕС-ИНФОРМАТИКА,8.0,1,0.0,0,1
ОРГ1-02705,Высшее образование - бакалавриат,Нефтегазовое дело,8.0,1,0.0,0,1
ОРГ1-02706,"Высшее образование - специалитет, магистратура",география,9.0,2,0.0,0,1
ОРГ1-02708,Среднее профессиональное образование,Механизация сельского хозяйства,5.0,1,0.0,0,1
ОРГ1-02709,Высшее образование - бакалавриат,Нефтегазовое дело,8.0,2,0.0,0,1
ОРГ1-02710,"Высшее образование - специалитет, магистратура",Управление в технических системах,9.0,1,0.0,0,1
ОРГ1-02715,"Высшее образование - специалитет, магистратура",Химическая технология,9.0,1,0.0,0,1
ОРГ1-02717,"Высшее образование - специалитет, магистратура",Экология и природопользование,9.0,2,0.0,0,1
ОРГ1-02718,Высшее образование,Химическая технология природных энергоносителей и углеродных материалов,8.0,2,0.0,0,1
ОРГ1-02720,Высшее образование,Юриспруденция,8.0,1,0.0,0,1
ОРГ1-02722,Переподготовка,Мастер делового администрирования,12.0,2,0.0,0,1
ОРГ1-02723,"Высшее образование - специалитет, магистратура",Строительство,9.0,2,0.0,0,1
ОРГ1-02724,Высшее образование,Юриспруденция,8.0,1,0.0,0,1
ОРГ1-02725,Высшее образование,Химическая технология природных энергоносителей и углеродных материалов,8.0,1,0.0,0,1
ОРГ1-02727,Высшее образование,экономика и управление на предприятии топливно-энергетического комплекса,8.0,1,0.0,0,1
ОРГ1-02729,Высшее образование - бакалавриат,Юриспруденция,8.0,1,0.0,0,1
ОРГ1-02730,Высшее образование,Оборудование нефтегазопереработки,8.0,1,0.0,0,1
ОРГ1-02731,Высшее образование,Механизация сельского хозяйства,8.0,1,0.0,0,1
ОРГ1-02733,Среднее профессиональное образование,,5.0,1,0.0,0,1
ОРГ1-02734,"Высшее образование - специалитет, магистратура",Строительство,9.0,2,0.0,0,1
ОРГ1-02735,Высшее образование,Авиационные двигатели и энергетические установки,8.0,1,0.0,0,1
ОРГ1-02736,Высшее образование,Машины и аппараты химических производств,8.0,1,0.0,0,1
ОРГ1-02737,Высшее образование,Таможенное дело,8.0,1,0.0,0,1
ОРГ1-02739,Высшее образование,Автомобили и автомобильное хозяйство,8.0,1,0.0,0,1
ОРГ1-02741,"Высшее образование - специалитет, магистратура",Нефтегазовое дело,9.0,2,0.0,0,1
ОРГ1-02742,Повышение квалификации,,10.0,3,7.0,1,1
ОРГ1-02743,Высшее образование,Автоматизация технологических процессов и производств (в нефтепереработке и нефтехимии),8.0,1,0.0,0,1
ОРГ1-02744,Высшее образование,Промышленное и гражданское строительство,8.0,1,0.0,0,1
ОРГ1-02745,Высшее образование,Промышленное и гражданское строительство,8.0,1,0.0,0,1
ОРГ1-02747,Высшее образование,Горные машины,8.0,2,0.0,0,1
ОРГ1-02748,Высшее образование,Водоснабжение и водоотведение,8.0,1,0.0,0,1
ОРГ1-02750,Высшее образование,Электрификация и автоматизация горных работ,8.0,1,0.0,0,1
ОРГ1-02751,Высшее образование,Технология машиностроения,8.0,1,0.0,0,1
ОРГ1-02755,Высшее образование - бакалавриат,Строительство,8.0,1,0.0,0,1
ОРГ1-02756,Высшее образование,Тепловые электрические станции,8.0,1,10.0,1,1
ОРГ1-02757,Высшее образование,Проектирование технологических машин и комплексов,8.0,1,0.0,0,1
ОРГ1-02758,Высшее образование - бакалавриат,Теплоэнергетика и теплотехника,8.0,1,0.0,0,1
ОРГ1-02759,Высшее образование,Автоматизация технологических процессов и производств (в нефтепереработке и нефтехимии),8.0,1,5.0,1,1
ОРГ1-02762,Высшее образование,Оборудование нефтегазопереработки,8.0,1,0.0,0,1
ОРГ1-02763,Повышение квалификации,,10.0,3,0.0,0,1
ОРГ1-02764,Высшее образование,Пожарная безопасность,8.0,1,0.0,0,1
ОРГ1-02765,Среднее профессиональное образование,Производство строительных изделий и конструкций,5.0,1,0.0,0,1
ОРГ1-02767,Высшее образование,Юриспруденция,8.0,1,0.0,0,1
ОРГ1-02769,Высшее образование,Химическая технология органических веществ,8.0,1,0.0,0,1
ОРГ1-02772,Высшее образование - бакалавриат,Электроэнергетика и электротехника,8.0,1,0.0,0,1
ОРГ1-02773,Высшее образование,"Вычислительные машины, комплексы, системы и сети",8.0,1,0.0,0,1
ОРГ1-02774,"Высшее образование - специалитет, магистратура",Природообустройство и водопользование,9.0,2,0.0,0,1
ОРГ1-02775,"Высшее образование - специалитет, магистратура","энерго - и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",9.0,2,0.0,0,1
ОРГ1-02776,Высшее образование,Промышленное и гражданское строительство,8.0,2,0.0,0,1
ОРГ1-02777,Высшее образование,Промышленное и гражданское строительство,8.0,1,0.0,0,1
ОРГ1-02778,Высшее образование,Промышленное и гражданское строительство,8.0,1,0.0,0,1
ОРГ1-02779,"Высшее образование - специалитет, магистратура",Технологические машины и оборудование,9.0,1,0.0,0,1
ОРГ1-02780,"Высшее образование - специалитет, магистратура",Строительство,9.0,1,0.0,0,1
ОРГ1-02781,Высшее образование,Машины и аппараты химических производств,8.0,1,0.0,0,1
ОРГ1-02782,"Высшее образование - специалитет, магистратура",Теплоэнергетика и теплотехника,9.0,3,0.0,0,1
ОРГ1-02783,Высшее образование,Автоматизация технологических процессов и производств,8.0,1,0.0,0,1
ОРГ1-02784,"Высшее образование - специалитет, магистратура",Техносферная безопасность,9.0,2,0.0,0,1
ОРГ1-02785,Повышение квалификации,,10.0,2,0.0,0,1
ОРГ1-02786,Высшее образование,Финансы и кредит,8.0,1,0.0,0,1
ОРГ1-02787,"Высшее образование - специалитет, магистратура",Химическая технология,9.0,2,0.0,0,1
ОРГ1-02788,"Высшее образование - специалитет, магистратура",Нефтегазовое дело,9.0,1,0.0,0,1
ОРГ1-02790,Высшее образование,Электрические станции,8.0,1,7.0,1,1
ОРГ1-02792,Высшее образование,Промышленная электроника,8.0,1,0.0,0,1
ОРГ1-02795,Высшее образование,Технология машиностроения,8.0,1,0.0,0,1
ОРГ1-02797,"Высшее образование - специалитет, магистратура",Электроэнергетика и электротехника,9.0,2,0.0,0,1
