id,date_skud_days_since_last_record,date_skud_count,total_time_skud_sum,total_time_skud_mean,total_time_skud_median,work_time_skud_sum,work_time_skud_mean,work_time_skud_median,is_weekend_skud_sum,is_weekend_skud_mean,is_workdays_skud_sum,is_workdays_skud_mean,exists_in_skud
ОРГ1-00580,22,3,10.016666666666666,3.3388888888888886,2.583333333333333,9.016666666666666,3.005555555555555,2.583333333333333,0,0.0,3,1.0,1
ОРГ1-00581,0,21,190.35,9.064285714285713,9.416666666666666,171.35,8.15952380952381,8.416666666666666,0,0.0,21,1.0,1
ОРГ1-00584,0,21,181.98333333333332,8.665873015873014,8.666666666666666,160.98333333333332,7.665873015873015,7.666666666666666,0,0.0,21,1.0,1
ОРГ1-00587,0,31,290.3666666666667,9.366666666666667,9.383333333333333,259.3666666666667,8.366666666666667,8.383333333333333,0,0.0,31,1.0,1
ОРГ1-00591,0,30,329.34999999999997,10.978333333333332,11.166666666666668,298.34999999999997,9.944999999999999,10.166666666666668,0,0.0,30,1.0,1
ОРГ1-00599,0,13,130.79999999999998,10.06153846153846,10.133333333333333,117.8,9.061538461538461,9.133333333333333,0,0.0,13,1.0,1
ОРГ1-00603,0,32,299.31666666666666,9.353645833333333,9.458333333333332,268.31666666666666,8.384895833333333,8.458333333333332,0,0.0,32,1.0,1
ОРГ1-00615,14,18,165.98333333333332,9.221296296296295,9.358333333333334,147.98333333333332,8.221296296296295,8.358333333333334,0,0.0,18,1.0,1
ОРГ1-00616,0,23,210.75,9.16304347826087,9.2,187.75,8.16304347826087,8.2,0,0.0,23,1.0,1
ОРГ1-00626,0,9,91.53333333333333,10.170370370370371,10.4,82.53333333333333,9.170370370370371,9.4,0,0.0,9,1.0,1
ОРГ1-00627,0,37,311.15,8.409459459459459,9.0,278.15,7.517567567567567,8.0,5,0.13513513513513514,32,0.8648648648648649,1
ОРГ1-00632,0,31,293.9,9.480645161290322,9.416666666666666,263.9,8.51290322580645,8.416666666666666,0,0.0,31,1.0,1
ОРГ1-00634,0,32,360.4833333333333,11.265104166666665,11.291666666666666,328.4833333333333,10.265104166666665,10.291666666666666,0,0.0,32,1.0,1
ОРГ1-00635,18,1,1.7999999999999998,1.7999999999999998,1.7999999999999998,1.7999999999999998,1.7999999999999998,1.7999999999999998,1,1.0,0,0.0,1
ОРГ1-00638,0,34,316.06666666666666,9.29607843137255,9.95,284.06666666666666,8.354901960784314,8.95,2,0.058823529411764705,32,0.9411764705882353,1
ОРГ1-00643,0,29,269.46666666666664,9.291954022988504,9.783333333333333,245.46666666666667,8.464367816091954,8.783333333333333,0,0.0,29,1.0,1
ОРГ1-00644,0,21,195.25,9.297619047619047,9.333333333333332,174.25,8.297619047619047,8.333333333333332,0,0.0,21,1.0,1
ОРГ1-00645,1,15,86.43333333333334,5.762222222222222,5.183333333333333,81.43333333333334,5.428888888888889,5.183333333333333,4,0.26666666666666666,11,0.7333333333333333,1
ОРГ1-00648,0,32,302.59999999999997,9.456249999999999,9.333333333333332,270.59999999999997,8.456249999999999,8.333333333333332,0,0.0,32,1.0,1
ОРГ1-00650,0,31,289.8333333333333,9.349462365591398,9.1,258.8333333333333,8.349462365591398,8.1,1,0.03225806451612903,30,0.967741935483871,1
ОРГ1-00652,0,29,266.2,9.179310344827586,9.166666666666666,237.2,8.179310344827586,8.166666666666666,0,0.0,29,1.0,1
ОРГ1-00655,0,22,249.4333333333333,11.337878787878786,11.299999999999999,227.4333333333333,10.337878787878786,10.299999999999999,0,0.0,22,1.0,1
ОРГ1-00657,0,33,294.5333333333333,8.925252525252525,9.15,262.5333333333333,7.955555555555555,8.15,1,0.030303030303030304,32,0.9696969696969697,1
ОРГ1-00666,0,32,306.01666666666665,9.563020833333333,9.408333333333333,274.01666666666665,8.563020833333333,8.408333333333333,0,0.0,32,1.0,1
ОРГ1-00667,0,29,266.31666666666666,9.183333333333334,9.133333333333333,237.31666666666666,8.183333333333334,8.133333333333333,0,0.0,29,1.0,1
ОРГ1-00670,41,3,27.5,9.166666666666666,9.466666666666667,24.5,8.166666666666666,8.466666666666667,0,0.0,3,1.0,1
ОРГ1-00671,15,21,226.35,10.778571428571428,10.75,205.35,9.778571428571428,9.75,0,0.0,21,1.0,1
ОРГ1-00672,0,11,110.83333333333333,10.075757575757576,9.983333333333333,99.83333333333333,9.075757575757576,8.983333333333333,0,0.0,11,1.0,1
ОРГ1-00674,15,21,193.76666666666665,9.226984126984126,9.233333333333333,172.76666666666665,8.226984126984126,8.233333333333333,0,0.0,21,1.0,1
ОРГ1-00678,0,25,225.85,9.033999999999999,9.15,201.85,8.074,8.15,0,0.0,25,1.0,1
ОРГ1-00679,0,32,311.26666666666665,9.727083333333333,9.65,279.26666666666665,8.727083333333333,8.65,0,0.0,32,1.0,1
ОРГ1-00685,28,6,55.75,9.291666666666666,9.291666666666666,49.75,8.291666666666666,8.291666666666666,0,0.0,6,1.0,1
ОРГ1-00688,0,31,287.71666666666664,9.281182795698923,9.316666666666666,256.71666666666664,8.281182795698923,8.316666666666666,0,0.0,31,1.0,1
ОРГ1-00690,0,25,234.35,9.374,9.483333333333333,210.35,8.414,8.483333333333333,0,0.0,25,1.0,1
ОРГ1-00693,0,32,292.5,9.140625,9.183333333333334,260.5,8.140625,8.183333333333334,0,0.0,32,1.0,1
ОРГ1-00701,0,32,298.23333333333335,9.319791666666667,9.283333333333333,266.23333333333335,8.319791666666667,8.283333333333333,0,0.0,32,1.0,1
ОРГ1-00706,0,32,282.1333333333333,8.816666666666666,9.283333333333333,252.13333333333333,7.879166666666666,8.283333333333333,0,0.0,32,1.0,1
ОРГ1-00707,0,24,225.51666666666665,9.396527777777777,9.25,201.51666666666665,8.396527777777777,8.25,0,0.0,24,1.0,1
ОРГ1-00712,1,31,285.8833333333333,9.222043010752689,9.1,254.88333333333333,8.222043010752689,8.1,0,0.0,31,1.0,1
ОРГ1-00713,0,32,295.71666666666664,9.241145833333333,9.158333333333333,263.71666666666664,8.241145833333333,8.158333333333333,0,0.0,32,1.0,1
ОРГ1-00716,0,22,189.03333333333333,8.592424242424242,8.658333333333333,168.03333333333333,7.637878787878788,7.658333333333333,0,0.0,22,1.0,1
ОРГ1-00719,0,27,250.36666666666665,9.272839506172838,9.233333333333333,223.36666666666665,8.272839506172838,8.233333333333333,0,0.0,27,1.0,1
ОРГ1-00724,14,11,63.9,5.809090909090909,5.25,61.9,5.627272727272727,5.25,0,0.0,11,1.0,1
ОРГ1-00727,2,10,85.6,8.559999999999999,9.666666666666666,78.6,7.859999999999999,8.666666666666666,1,0.1,9,0.9,1
ОРГ1-00729,0,32,292.4833333333333,9.140104166666665,9.1,260.4833333333333,8.140104166666665,8.1,0,0.0,32,1.0,1
ОРГ1-00732,0,24,238.86666666666667,9.952777777777778,10.258333333333333,215.86666666666667,8.994444444444445,9.258333333333333,0,0.0,24,1.0,1
ОРГ1-00740,0,21,187.86666666666665,8.946031746031744,9.15,167.86666666666665,7.993650793650793,8.15,0,0.0,21,1.0,1
ОРГ1-00741,0,32,298.6333333333333,9.332291666666666,9.416666666666666,266.6333333333333,8.332291666666666,8.416666666666666,0,0.0,32,1.0,1
ОРГ1-00746,0,19,106.33333333333333,5.5964912280701755,5.416666666666666,104.33333333333333,5.491228070175438,5.416666666666666,0,0.0,19,1.0,1
ОРГ1-00747,0,30,298.23333333333335,9.94111111111111,9.833333333333332,268.23333333333335,8.94111111111111,8.833333333333332,0,0.0,30,1.0,1
ОРГ1-00751,0,27,263.2833333333333,9.751234567901234,9.65,236.28333333333333,8.751234567901234,8.65,0,0.0,27,1.0,1
ОРГ1-00752,0,33,225.88333333333333,6.8449494949494945,7.166666666666666,197.88333333333333,5.996464646464646,6.166666666666666,1,0.030303030303030304,32,0.9696969696969697,1
ОРГ1-00753,5,29,307.3666666666667,10.598850574712644,10.516666666666666,278.3666666666667,9.598850574712644,9.516666666666666,0,0.0,29,1.0,1
ОРГ1-00756,0,1,10.116666666666665,10.116666666666665,10.116666666666665,9.116666666666665,9.116666666666665,9.116666666666665,0,0.0,1,1.0,1
ОРГ1-00757,12,10,110.76666666666667,11.076666666666666,11.008333333333333,100.76666666666667,10.076666666666666,10.008333333333333,0,0.0,10,1.0,1
ОРГ1-00758,0,31,298.66666666666663,9.634408602150536,10.049999999999999,268.66666666666663,8.666666666666666,9.049999999999999,0,0.0,31,1.0,1
ОРГ1-00759,0,20,196.75,9.8375,9.65,176.75,8.8375,8.65,0,0.0,20,1.0,1
ОРГ1-00761,6,17,156.79999999999998,9.223529411764705,9.283333333333333,139.79999999999998,8.223529411764705,8.283333333333333,0,0.0,17,1.0,1
ОРГ1-00762,0,32,287.73333333333335,8.991666666666667,9.333333333333332,258.73333333333335,8.085416666666667,8.333333333333332,0,0.0,32,1.0,1
ОРГ1-00763,0,28,256.3333333333333,9.154761904761903,9.216666666666667,228.33333333333331,8.154761904761903,8.216666666666667,0,0.0,28,1.0,1
ОРГ1-00765,0,32,293.06666666666666,9.158333333333333,9.166666666666666,261.06666666666666,8.158333333333333,8.166666666666666,0,0.0,32,1.0,1
ОРГ1-00766,0,21,192.29999999999998,9.157142857142857,9.266666666666666,172.29999999999998,8.204761904761904,8.266666666666666,0,0.0,21,1.0,1
ОРГ1-00767,0,32,295.6166666666667,9.238020833333334,9.208333333333332,263.6166666666667,8.238020833333334,8.208333333333332,0,0.0,32,1.0,1
ОРГ1-00768,2,16,151.16666666666666,9.447916666666666,9.458333333333332,135.16666666666666,8.447916666666666,8.458333333333332,0,0.0,16,1.0,1
ОРГ1-00771,0,24,231.18333333333334,9.63263888888889,9.658333333333333,207.18333333333334,8.63263888888889,8.658333333333333,0,0.0,24,1.0,1
ОРГ1-00772,0,31,427.7333333333333,13.79784946236559,13.883333333333333,377.7333333333333,12.184946236559139,11.9,6,0.1935483870967742,25,0.8064516129032258,1
ОРГ1-00773,0,28,161.23333333333332,5.758333333333333,6.116666666666667,147.23333333333332,5.258333333333333,5.483333333333333,0,0.0,28,1.0,1
ОРГ1-00775,0,30,277.15,9.238333333333333,9.291666666666666,248.14999999999998,8.271666666666667,8.291666666666666,0,0.0,30,1.0,1
ОРГ1-00777,9,13,92.51666666666667,7.116666666666666,7.533333333333333,83.51666666666667,6.424358974358975,6.533333333333333,0,0.0,13,1.0,1
ОРГ1-00779,0,31,276.68333333333334,8.925268817204302,9.2,247.68333333333334,7.9897849462365595,8.2,1,0.03225806451612903,30,0.967741935483871,1
ОРГ1-00781,0,32,322.26666666666665,10.070833333333333,10.066666666666666,290.26666666666665,9.070833333333333,9.066666666666666,0,0.0,32,1.0,1
ОРГ1-00782,0,31,291.96666666666664,9.418279569892473,9.4,260.96666666666664,8.418279569892473,8.4,0,0.0,31,1.0,1
ОРГ1-00783,0,31,303.0,9.774193548387096,9.666666666666666,272.0,8.774193548387096,8.666666666666666,0,0.0,31,1.0,1
ОРГ1-00784,0,32,333.1166666666667,10.409895833333334,10.45,301.1166666666667,9.409895833333334,9.45,0,0.0,32,1.0,1
ОРГ1-00791,0,23,240.53333333333333,10.457971014492754,9.966666666666667,217.53333333333333,9.457971014492754,8.966666666666667,0,0.0,23,1.0,1
ОРГ1-00792,0,29,266.4,9.186206896551724,9.95,242.39999999999998,8.358620689655172,8.95,0,0.0,29,1.0,1
ОРГ1-00795,0,32,294.05,9.1890625,9.208333333333332,262.05,8.1890625,8.208333333333332,0,0.0,32,1.0,1
ОРГ1-00799,12,10,94.14999999999999,9.415,9.425,84.14999999999999,8.415,8.425,0,0.0,10,1.0,1
ОРГ1-00800,5,29,271.3833333333333,9.358045977011495,9.35,242.38333333333333,8.358045977011495,8.35,0,0.0,29,1.0,1
ОРГ1-00804,0,24,231.93333333333334,9.66388888888889,9.633333333333333,207.93333333333334,8.66388888888889,8.633333333333333,0,0.0,24,1.0,1
ОРГ1-00805,0,28,262.59999999999997,9.378571428571428,9.341666666666665,234.6,8.378571428571428,8.341666666666665,0,0.0,28,1.0,1
ОРГ1-00807,7,25,229.39999999999998,9.175999999999998,9.116666666666667,204.39999999999998,8.175999999999998,8.116666666666667,0,0.0,25,1.0,1
ОРГ1-00808,12,24,248.18333333333334,10.340972222222222,10.383333333333333,224.18333333333334,9.340972222222222,9.383333333333333,0,0.0,24,1.0,1
ОРГ1-00815,0,27,285.8333333333333,10.58641975308642,10.816666666666666,260.8333333333333,9.660493827160494,9.816666666666666,0,0.0,27,1.0,1
ОРГ1-00816,0,31,285.0833333333333,9.196236559139784,9.366666666666667,255.08333333333331,8.228494623655914,8.366666666666667,0,0.0,31,1.0,1
ОРГ1-00821,0,32,288.91666666666663,9.028645833333332,9.15,257.91666666666663,8.059895833333332,8.15,0,0.0,32,1.0,1
ОРГ1-00824,0,32,296.2333333333333,9.257291666666665,9.25,264.2333333333333,8.257291666666665,8.25,0,0.0,32,1.0,1
ОРГ1-00826,0,32,306.93333333333334,9.591666666666667,9.583333333333332,274.93333333333334,8.591666666666667,8.583333333333332,0,0.0,32,1.0,1
ОРГ1-00829,19,9,86.56666666666666,9.618518518518519,9.633333333333333,77.56666666666666,8.618518518518519,8.633333333333333,0,0.0,9,1.0,1
ОРГ1-00830,0,31,295.8333333333333,9.543010752688172,9.65,265.8333333333333,8.5752688172043,8.65,0,0.0,31,1.0,1
ОРГ1-00831,0,31,299.6166666666667,9.665053763440861,9.633333333333333,268.6166666666667,8.665053763440861,8.633333333333333,0,0.0,31,1.0,1
ОРГ1-00834,9,25,238.88333333333333,9.555333333333333,9.516666666666666,213.88333333333333,8.555333333333333,8.516666666666666,0,0.0,25,1.0,1
ОРГ1-00839,12,24,228.99999999999997,9.541666666666666,9.491666666666667,205.99999999999997,8.583333333333332,8.491666666666667,0,0.0,24,1.0,1
ОРГ1-00840,0,15,137.15,9.143333333333334,9.183333333333334,122.14999999999999,8.143333333333333,8.183333333333334,0,0.0,15,1.0,1
ОРГ1-00850,0,22,191.16666666666666,8.68939393939394,9.158333333333333,170.16666666666666,7.734848484848484,8.158333333333333,0,0.0,22,1.0,1
ОРГ1-00852,0,1,9.316666666666666,9.316666666666666,9.316666666666666,8.316666666666666,8.316666666666666,8.316666666666666,0,0.0,1,1.0,1
ОРГ1-00853,1,18,120.76666666666667,6.709259259259259,6.425,108.76666666666667,6.042592592592593,5.666666666666666,0,0.0,18,1.0,1
ОРГ1-00859,0,21,73.39999999999999,3.495238095238095,3.433333333333333,72.39999999999999,3.4476190476190474,3.433333333333333,0,0.0,21,1.0,1
ОРГ1-00860,0,35,317.93333333333334,9.083809523809524,8.516666666666666,283.93333333333334,8.112380952380953,7.516666666666666,6,0.17142857142857143,29,0.8285714285714286,1
ОРГ1-00862,0,32,295.51666666666665,9.234895833333333,9.366666666666667,264.51666666666665,8.266145833333333,8.366666666666667,0,0.0,32,1.0,1
ОРГ1-00868,0,31,321.34999999999997,10.366129032258064,10.683333333333334,291.34999999999997,9.398387096774192,9.683333333333334,0,0.0,31,1.0,1
ОРГ1-00870,0,24,211.78333333333333,8.824305555555556,9.274999999999999,190.78333333333333,7.949305555555555,8.274999999999999,0,0.0,24,1.0,1
ОРГ1-00873,0,32,256.98333333333335,8.030729166666667,8.458333333333332,231.98333333333332,7.249479166666666,7.458333333333333,0,0.0,32,1.0,1
ОРГ1-00875,0,32,293.0,9.15625,9.158333333333333,261.0,8.15625,8.158333333333333,0,0.0,32,1.0,1
ОРГ1-00880,0,32,308.46666666666664,9.639583333333333,9.608333333333334,276.46666666666664,8.639583333333333,8.608333333333334,0,0.0,32,1.0,1
ОРГ1-00881,0,30,266.1333333333333,8.87111111111111,9.175,238.13333333333333,7.937777777777778,8.175,0,0.0,30,1.0,1
ОРГ1-00882,0,31,326.65,10.537096774193548,10.683333333333334,295.65,9.537096774193548,9.683333333333334,0,0.0,31,1.0,1
ОРГ1-00892,1,29,262.73333333333335,9.059770114942529,9.533333333333333,238.73333333333332,8.232183908045977,8.533333333333333,2,0.06896551724137931,27,0.9310344827586207,1
ОРГ1-00896,0,32,320.7833333333333,10.024479166666666,10.049999999999999,288.7833333333333,9.024479166666666,9.049999999999999,0,0.0,32,1.0,1
ОРГ1-00900,0,14,125.78333333333333,8.98452380952381,9.158333333333333,111.78333333333333,7.984523809523809,8.158333333333333,0,0.0,14,1.0,1
ОРГ1-00901,0,32,326.5333333333333,10.204166666666666,10.2,294.5333333333333,9.204166666666666,9.2,0,0.0,32,1.0,1
ОРГ1-00914,0,32,296.79999999999995,9.274999999999999,9.241666666666667,264.79999999999995,8.274999999999999,8.241666666666667,0,0.0,32,1.0,1
ОРГ1-00915,0,27,259.5333333333333,9.612345679012344,9.466666666666667,232.53333333333333,8.612345679012346,8.466666666666667,0,0.0,27,1.0,1
ОРГ1-00922,1,24,277.25,11.552083333333334,12.141666666666666,249.25,10.385416666666666,11.133333333333333,1,0.041666666666666664,23,0.9583333333333334,1
ОРГ1-00923,0,30,284.45,9.481666666666666,9.5,254.45,8.481666666666666,8.5,0,0.0,30,1.0,1
ОРГ1-00924,0,31,288.73333333333335,9.313978494623656,9.316666666666666,257.73333333333335,8.313978494623656,8.316666666666666,0,0.0,31,1.0,1
ОРГ1-00925,0,32,307.18333333333334,9.599479166666667,9.675,275.18333333333334,8.599479166666667,8.675,0,0.0,32,1.0,1
ОРГ1-00926,0,32,289.93333333333334,9.060416666666667,9.166666666666668,258.93333333333334,8.091666666666667,8.166666666666668,0,0.0,32,1.0,1
ОРГ1-00933,12,14,136.41666666666666,9.744047619047619,9.65,122.41666666666666,8.744047619047619,8.65,0,0.0,14,1.0,1
ОРГ1-00934,0,31,300.25,9.685483870967742,9.366666666666667,269.25,8.685483870967742,8.366666666666667,0,0.0,31,1.0,1
ОРГ1-00937,0,32,289.8333333333333,9.057291666666666,9.1,257.8333333333333,8.057291666666666,8.1,0,0.0,32,1.0,1
ОРГ1-00938,0,29,284.3666666666667,9.805747126436781,9.716666666666667,255.36666666666665,8.805747126436781,8.716666666666667,0,0.0,29,1.0,1
ОРГ1-00939,0,17,160.18333333333334,9.422549019607843,9.333333333333332,143.18333333333334,8.422549019607843,8.333333333333332,0,0.0,17,1.0,1
ОРГ1-00941,0,28,259.9,9.282142857142857,9.299999999999999,231.9,8.282142857142857,8.299999999999999,0,0.0,28,1.0,1
ОРГ1-00947,0,31,304.81666666666666,9.83279569892473,10.083333333333332,274.81666666666666,8.86505376344086,9.083333333333332,0,0.0,31,1.0,1
ОРГ1-00948,9,25,236.25,9.45,9.666666666666666,211.25,8.45,8.666666666666666,0,0.0,25,1.0,1
ОРГ1-00951,0,20,182.43333333333334,9.121666666666666,9.158333333333333,162.43333333333334,8.121666666666666,8.158333333333333,0,0.0,20,1.0,1
ОРГ1-00952,0,21,196.0,9.333333333333334,9.933333333333334,177.0,8.428571428571429,8.933333333333334,2,0.09523809523809523,19,0.9047619047619048,1
ОРГ1-00963,0,27,275.5333333333333,10.204938271604938,10.033333333333333,248.53333333333333,9.204938271604938,9.033333333333333,0,0.0,27,1.0,1
ОРГ1-00966,0,13,129.75,9.98076923076923,9.833333333333332,116.75,8.98076923076923,8.833333333333332,0,0.0,13,1.0,1
ОРГ1-00967,0,29,268.0833333333333,9.244252873563218,9.166666666666666,239.08333333333331,8.244252873563218,8.166666666666666,0,0.0,29,1.0,1
ОРГ1-00969,1,32,297.73333333333335,9.304166666666667,9.158333333333333,265.73333333333335,8.304166666666667,8.158333333333333,1,0.03125,31,0.96875,1
ОРГ1-00970,12,24,242.93333333333334,10.122222222222222,10.133333333333333,218.93333333333334,9.122222222222222,9.133333333333333,0,0.0,24,1.0,1
ОРГ1-00971,0,31,294.85,9.511290322580646,9.616666666666667,263.85,8.511290322580646,8.616666666666667,0,0.0,31,1.0,1
ОРГ1-00972,26,14,112.05,8.003571428571428,8.791666666666666,99.05,7.075,7.791666666666666,0,0.0,14,1.0,1
ОРГ1-00977,0,32,314.9,9.840625,9.783333333333333,282.9,8.840625,8.783333333333333,0,0.0,32,1.0,1
ОРГ1-00981,0,22,210.36666666666665,9.56212121212121,9.25,188.36666666666665,8.56212121212121,8.25,0,0.0,22,1.0,1
ОРГ1-00983,0,17,148.95,8.761764705882353,9.666666666666666,134.95,7.938235294117646,8.666666666666666,0,0.0,17,1.0,1
ОРГ1-00991,0,31,299.0,9.64516129032258,9.516666666666666,268.0,8.64516129032258,8.516666666666666,0,0.0,31,1.0,1
ОРГ1-00992,19,11,90.66666666666666,8.242424242424242,9.1,81.66666666666666,7.424242424242423,8.1,0,0.0,11,1.0,1
ОРГ1-00999,0,25,241.76666666666665,9.670666666666666,9.633333333333333,216.76666666666665,8.670666666666666,8.633333333333333,0,0.0,25,1.0,1
ОРГ1-01001,0,7,30.466666666666665,4.352380952380952,5.1499999999999995,29.466666666666665,4.20952380952381,5.1499999999999995,1,0.14285714285714285,6,0.8571428571428571,1
ОРГ1-01003,0,32,328.9,10.278125,9.841666666666667,295.9,9.246875,8.841666666666667,0,0.0,32,1.0,1
ОРГ1-01005,0,21,108.85,5.183333333333333,5.266666666666667,103.85,4.9452380952380945,5.266666666666667,0,0.0,21,1.0,1
ОРГ1-01010,0,25,235.86666666666665,9.434666666666665,9.383333333333333,210.86666666666665,8.434666666666665,8.383333333333333,0,0.0,25,1.0,1
ОРГ1-01013,15,1,5.233333333333333,5.233333333333333,5.233333333333333,5.233333333333333,5.233333333333333,5.233333333333333,0,0.0,1,1.0,1
ОРГ1-01015,0,32,197.81666666666666,6.181770833333333,6.916666666666666,178.81666666666666,5.588020833333333,5.916666666666666,1,0.03125,31,0.96875,1
ОРГ1-01017,0,27,255.6,9.466666666666667,9.9,231.6,8.577777777777778,8.9,0,0.0,27,1.0,1
ОРГ1-01025,0,5,37.733333333333334,7.546666666666667,8.95,34.733333333333334,6.946666666666667,7.949999999999999,0,0.0,5,1.0,1
ОРГ1-01034,0,25,220.83333333333331,8.833333333333332,9.233333333333333,196.83333333333331,7.873333333333332,8.233333333333333,0,0.0,25,1.0,1
ОРГ1-01038,3,9,58.55,6.5055555555555555,5.466666666666667,54.55,6.061111111111111,5.466666666666667,9,1.0,0,0.0,1
ОРГ1-01042,0,21,201.96666666666667,9.617460317460317,9.766666666666666,181.96666666666667,8.665079365079364,8.766666666666666,0,0.0,21,1.0,1
ОРГ1-01045,0,32,311.3,9.728125,9.708333333333332,279.3,8.728125,8.708333333333332,0,0.0,32,1.0,1
ОРГ1-01048,0,25,244.0,9.76,10.683333333333334,221.0,8.84,9.683333333333334,1,0.04,24,0.96,1
ОРГ1-01058,5,29,268.01666666666665,9.241954022988505,9.45,240.01666666666665,8.276436781609195,8.45,0,0.0,29,1.0,1
ОРГ1-01059,0,21,193.21666666666667,9.200793650793651,9.216666666666667,172.21666666666667,8.200793650793651,8.216666666666667,0,0.0,21,1.0,1
ОРГ1-01060,0,32,303.59999999999997,9.487499999999999,9.466666666666665,272.59999999999997,8.518749999999999,8.466666666666665,0,0.0,32,1.0,1
ОРГ1-01066,33,3,14.85,4.95,5.5,14.85,4.95,5.5,0,0.0,3,1.0,1
ОРГ1-01073,12,15,138.85,9.256666666666666,9.35,123.85,8.256666666666666,8.35,0,0.0,15,1.0,1
ОРГ1-01074,0,28,257.06666666666666,9.18095238095238,9.166666666666666,229.06666666666666,8.18095238095238,8.166666666666666,0,0.0,28,1.0,1
ОРГ1-01081,5,22,140.1,6.368181818181818,5.7,134.1,6.095454545454545,5.633333333333333,0,0.0,22,1.0,1
ОРГ1-01085,0,29,183.81666666666666,6.338505747126437,6.816666666666666,164.81666666666666,5.683333333333334,5.816666666666666,2,0.06896551724137931,27,0.9310344827586207,1
ОРГ1-01090,0,23,210.48333333333332,9.15144927536232,9.516666666666666,188.48333333333332,8.194927536231884,8.516666666666666,0,0.0,23,1.0,1
ОРГ1-01091,0,18,165.45,9.191666666666666,9.358333333333333,148.45,8.247222222222222,8.358333333333333,0,0.0,18,1.0,1
ОРГ1-01093,0,28,261.75,9.348214285714286,9.225,233.75,8.348214285714286,8.225,0,0.0,28,1.0,1
ОРГ1-01094,0,32,301.98333333333335,9.436979166666667,9.366666666666667,269.98333333333335,8.436979166666667,8.366666666666667,0,0.0,32,1.0,1
ОРГ1-01096,0,28,260.4,9.299999999999999,9.299999999999999,232.39999999999998,8.299999999999999,8.299999999999999,1,0.03571428571428571,27,0.9642857142857143,1
ОРГ1-01097,0,19,163.15,8.586842105263159,9.35,147.15,7.744736842105263,8.35,0,0.0,19,1.0,1
ОРГ1-01101,12,22,206.48333333333332,9.38560606060606,9.133333333333333,184.48333333333332,8.38560606060606,8.133333333333333,0,0.0,22,1.0,1
ОРГ1-01103,0,32,310.98333333333335,9.718229166666667,9.524999999999999,278.98333333333335,8.718229166666667,8.524999999999999,0,0.0,32,1.0,1
ОРГ1-01107,0,29,255.4333333333333,8.808045977011494,9.233333333333333,229.4333333333333,7.911494252873562,8.233333333333333,0,0.0,29,1.0,1
ОРГ1-01109,0,31,312.09999999999997,10.06774193548387,10.033333333333333,281.09999999999997,9.06774193548387,9.033333333333333,0,0.0,31,1.0,1
ОРГ1-01110,0,21,204.56666666666666,9.74126984126984,9.666666666666666,183.56666666666666,8.74126984126984,8.666666666666666,0,0.0,21,1.0,1
ОРГ1-01114,0,29,263.43333333333334,9.083908045977012,9.516666666666666,236.43333333333334,8.15287356321839,8.516666666666666,1,0.034482758620689655,28,0.9655172413793104,1
ОРГ1-01117,0,19,168.41666666666666,8.864035087719298,9.416666666666666,152.41666666666666,8.021929824561402,8.416666666666666,0,0.0,19,1.0,1
ОРГ1-01121,0,32,296.73333333333335,9.272916666666667,9.274999999999999,264.73333333333335,8.272916666666667,8.274999999999999,0,0.0,32,1.0,1
ОРГ1-01125,0,31,292.68333333333334,9.441397849462366,9.433333333333334,261.68333333333334,8.441397849462366,8.433333333333334,0,0.0,31,1.0,1
ОРГ1-01128,19,19,177.79999999999998,9.357894736842104,9.516666666666666,159.79999999999998,8.410526315789474,8.516666666666666,0,0.0,19,1.0,1
ОРГ1-01134,7,22,186.26666666666665,8.466666666666667,9.208333333333332,166.26666666666665,7.557575757575757,8.208333333333332,0,0.0,22,1.0,1
ОРГ1-01138,5,11,112.71666666666667,10.246969696969698,10.799999999999999,102.71666666666667,9.337878787878788,9.799999999999999,0,0.0,11,1.0,1
ОРГ1-01142,19,10,96.08333333333333,9.608333333333333,9.575,86.08333333333333,8.608333333333333,8.575,0,0.0,10,1.0,1
ОРГ1-01144,0,27,223.54999999999998,8.279629629629628,8.799999999999999,199.54999999999998,7.39074074074074,7.799999999999999,0,0.0,27,1.0,1
ОРГ1-01157,0,36,362.59999999999997,10.072222222222221,10.25,328.59999999999997,9.127777777777776,9.25,4,0.1111111111111111,32,0.8888888888888888,1
ОРГ1-01162,0,26,233.31666666666666,8.97371794871795,8.533333333333333,206.31666666666666,7.93525641025641,7.533333333333333,4,0.15384615384615385,22,0.8461538461538461,1
ОРГ1-01166,5,24,213.58333333333331,8.899305555555555,9.108333333333333,190.58333333333331,7.940972222222221,8.108333333333333,0,0.0,24,1.0,1
ОРГ1-01169,0,29,216.79999999999998,7.475862068965517,7.316666666666666,194.79999999999998,6.7172413793103445,6.316666666666666,0,0.0,29,1.0,1
ОРГ1-01170,0,24,281.7833333333333,11.74097222222222,11.774999999999999,256.7833333333333,10.699305555555554,10.774999999999999,0,0.0,24,1.0,1
ОРГ1-01171,3,31,152.53333333333333,4.920430107526881,5.7,138.53333333333333,4.468817204301075,5.1499999999999995,9,0.2903225806451613,22,0.7096774193548387,1
ОРГ1-01173,0,36,340.3,9.452777777777778,9.441666666666666,305.3,8.480555555555556,8.441666666666666,4,0.1111111111111111,32,0.8888888888888888,1
ОРГ1-01181,0,28,278.3666666666667,9.941666666666666,9.808333333333334,251.36666666666665,8.977380952380951,8.808333333333334,0,0.0,28,1.0,1
